Time (s),Delta Time (s),Velocity (m/s),Battery Voltage (V),Motor Speed (RPM),Throttle Demand,Motor Torque (Nm),Motor Power (kW),Current Draw (A),Tractive Force (N),Drag Force (N),Net Force (N),Total Discharged (Ah),Delta Discharged (Ah)
0,0.01,0,114.98666666666666,0,1,162.53817048667037,0.0,0.0,2569.7734464295713,0.0,2569.7734464295713,2.8,0.0
0.01,0.01,0.08565911488098571,114.98666666666666,12.932557996065208,1,162.53817048667037,0.2201083053814868,1.9142072012536537,2569.7734464295713,0.0020710447275545645,2569.771375384844,2.8,5.317242225704594e-06
0.02,0.01,0.17131816072714717,114.85266968119922,25.8651055694583,1,162.53817048667037,0.4402164333721823,3.8328794149418313,2569.7734464295713,0.008284172233792512,2569.7651622573376,2.8000053172422255,1.0646887263727309e-05
0.03,0.01,0.25697699946905844,114.71835765769364,38.79762187486863,1,162.53817048667037,0.6603240291910754,5.7560450016326605,2569.7734464295713,0.018639352474853817,2569.7548070770963,2.8000159641294893,1.598901389342406e-05
0.04,0.01,0.342635493038295,114.61445939261404,51.73008606713677,1,162.53817048667037,0.8804307380597284,7.681672475929027,2569.7734464295713,0.03313652870154405,2569.7403099008698,2.8000319531433826,2.1337979099802854e-05
0.05,0.01,0.428293503368324,114.5133539924899,64.66247730138886,1,162.53817048667037,1.100536205204565,9.610549048076447,2569.7734464295713,0.05177561746000693,2569.7216708121114,2.8000532911224822,2.669596957799013e-05
0.060000000000000005,0.01,0.5139508923953944,114.41207551433303,77.59477473317106,1,162.53817048667037,1.320640075859156,11.54283820062081,2569.7734464295713,0.07455650859276285,2569.6988899209787,2.8000799870920603,3.2063439446168915e-05
0.07,0.01,0.599607522059427,114.31061537088603,90.52695751858386,1,162.53817048667037,1.5407419952665078,13.47855569027863,2569.7734464295713,0.10147906524011306,2569.671967364331,2.8001120505315065,3.74404324729962e-05
0.08,0.01,0.6852632543049048,114.20897273047717,103.45900481441656,1,162.53817048667037,1.7608416086813496,15.417716897224672,2569.7734464295713,0.1325431238419099,2569.6409033057294,2.8001494909639795,4.282699138117965e-05
0.09,0.01,0.7709179510817624,114.10714678118322,116.39089577828156,1,162.53817048667037,1.98093856137242,17.36033734303385,2569.7734464295713,0.1677484941396924,2569.6056979354316,2.8001923179553607,4.8223159286205146e-05
0.09999999999999999,0.01,0.8565714743462768,114.00513670363722,129.32260956874867,1,162.53817048667037,2.201032498624752,19.306432694751816,2569.7734464295713,0.20709495917918838,2569.566351470392,2.800240541114647,5.362897970764393e-05
0.10999999999999999,0.01,0.9422236860619565,113.90294167081484,142.25412534547974,1,162.53817048667037,2.4211230657419645,21.256018766742045,2569.7734464295713,0.2505822753131812,2569.522864154258,2.8002941700943547,5.904449657428346e-05
0.11999999999999998,0.01,1.0278744482004318,113.80905783791918,155.1854222693626,1,162.53817048667037,2.6412099080485434,23.207378729116748,2569.7734464295713,0.29821017220474294,2569.4752362573668,2.800353214590929,6.446494091421319e-05
0.12999999999999998,0.01,1.113523622742344,113.71978137727679,168.11647950264557,1,162.53817048667037,2.8612926708921287,25.160905483976467,2569.7734464295713,0.3499783528308326,2569.4234680767404,2.800417679531843,6.989140412215687e-05
0.13999999999999999,0.01,1.1991710716782353,113.63040197999428,181.04727620907198,1,162.53817048667037,3.0813709996458054,27.117487450130735,2569.7734464295713,0.40588649348626044,2569.367559936085,2.800487570935965,7.532635402814093e-05
0.15,0.01,1.2848166570094381,113.5408788586115,193.97779155401398,1,162.53817048667037,3.3014445397103804,29.077144486626302,2569.7734464295713,0.4659342437880163,2569.3075121857833,2.800562897289993,8.076984579618419e-05
0.16,0.01,1.3704602407489643,113.45121094840349,206.90800470460707,1,162.53817048667037,3.5215129365166717,31.039888486674872,2569.7734464295713,0.5301212266799648,2569.2433252028914,2.8006436671357893,8.622191246298576e-05
0.17,0.01,1.456101684922394,113.3613975481496,219.83789482988448,1,162.53817048667037,3.7415758355277986,33.00573137287396,2569.7734464295713,0.5984470384379048,2569.1749993911335,2.8007298890482524,9.16825871468721e-05
0.18000000000000002,0.01,1.5417408515687652,113.27143795446406,232.76744110091107,1,162.53817048667037,3.9616328822414544,34.974685179101016,2569.7734464295713,0.6709112486749937,2569.102535180896,2.8008215716353995,9.71519032752806e-05
0.19000000000000003,0.01,1.6273776027414617,113.18133145804421,245.6966226909177,1,162.53817048667037,4.1816837221922,36.94676205273597,2569.7734464295713,0.7475134003475377,2569.025933029224,2.8009187235386745,0.00010262989459093326
0.20000000000000004,0.01,1.7130118005091024,113.09107734356253,258.6254187754353,1,162.53817048667037,4.4017280009537405,38.92197425603798,2569.7734464295713,0.8282530097611448,2568.94519341981,2.8010213534332653,0.00010811659515566105
0.21000000000000005,0.01,1.7986433069564294,113.00067488959755,271.55380853242906,1,162.53817048667037,4.621765364141214,40.900334167532286,2569.7734464295713,0.9131295665772455,2568.8603168629943,2.801129470028421,0.00011361203935425635
0.22000000000000006,0.01,1.8842719841851958,112.91348983900568,284.4817711424325,1,162.53817048667037,4.841795457413469,42.88057577812003,2569.7734464295713,1.0021425338199748,2568.7713038957513,2.801243082067775,0.00011911271049477787
0.23000000000000007,0.01,1.9698976943150541,112.83025298824312,297.40928578868136,1,162.53817048667037,5.061817926475347,44.86224033374087,2569.7734464295713,1.09529134788342,2568.6781550816877,2.80136219477827,0.0001246173342603913
0.24000000000000007,0.01,2.055520299484444,112.74695329119986,310.33633165724814,1,162.53817048667037,5.281832417079966,46.84678621370981,2569.7734464295713,1.1925754185392343,2568.5808710110323,2.8014868121125307,0.0001301299617047495
0.25000000000000006,0.01,2.1411396618514784,112.66352949146261,323.26288793717515,1,162.53817048667037,5.501838575030994,48.834246538032616,2569.7734464295713,1.2939941289446102,2568.4794523006267,2.8016169420742356,0.00013565068482786837
0.26000000000000006,0.01,2.226755643594833,112.57998019345754,336.1889338206094,1,162.53817048667037,5.721836046184937,50.8246318426467,2569.7734464295713,1.39954683565062,2568.3738995939207,2.8017525927590636,0.00014117953289624085
0.2700000000000001,0.01,2.3123681069146302,112.49630495012532,349.11444850293606,1,162.53817048667037,5.941824476453416,52.81795236819284,2569.7734464295713,1.5092328686109202,2568.2642135609603,2.80189377229196,0.00014671653435609125
0.2800000000000001,0.01,2.397976914033329,112.41250332679317,362.0394111829122,1,162.53817048667037,6.161803511805438,54.81421843166792,2569.7734464295713,1.6230515311908167,2568.1503948983805,2.802040488826316,0.00015226171786574422
0.2900000000000001,0.01,2.4835819271966084,112.3285748855652,374.96380106280094,1,162.53817048667037,6.381772798269686,56.81344043375535,2569.7734464295713,1.7410021001766955,2568.032444329395,2.8021927505441817,0.0001578151123159871
0.3000000000000001,0.01,2.569183008674255,112.24451918501464,387.8875973485048,1,162.53817048667037,6.601731981936777,58.815628859837915,2569.7734464295713,1.8630838257858147,2567.9103626037854,2.8023505656564978,0.00016337674683288312
0.3100000000000001,0.01,2.6547800207610477,112.16033578014093,400.8107792496999,1,162.53817048667037,6.821680708961563,60.820794280908416,2569.7734464295713,1.9892959316764605,2567.7841504978946,2.8025139424033307,0.00016894665078030115
0.3200000000000001,0.01,2.7403728257776443,112.0802324947402,413.73332597996915,1,162.53817048667037,7.041618625565381,62.82658831829097,2569.7734464295713,2.119637614958464,2567.653808814613,2.802682889054111,0.0001745183008841416
0.3300000000000001,0.01,2.8259612860714647,112.00617411688029,426.65521675693606,1,162.53817048667037,7.261545378038343,64.83165267711762,2569.7734464295713,2.254108046204085,2567.519338383367,2.8028574073549954,0.0001800879241031045
0.34000000000000014,0.01,2.911545264017577,111.93213782966217,439.57643080239836,1,162.53817048667037,7.481460612741601,66.8392541928115,2569.7734464295713,2.3927063694592485,2567.380740060112,2.8030374952790984,0.00018566459498003192
0.35000000000000014,0.01,2.9971246220195806,111.85800308987294,452.49694734246134,1,162.53817048667037,7.701363976109622,68.84946774815852,2569.7734464295713,2.535431702255154,2567.238014727316,2.8032231598740784,0.00019124852152266255
0.36000000000000015,0.01,3.082699222510491,111.78376705035674,465.41674560767177,1,162.53817048667037,7.921255114652466,70.86230249410069,2569.7734464295713,2.682283135620239,2567.091163293951,2.803414408395601,0.0001968397291502797
0.37000000000000016,0.01,3.168268927953623,111.70942928733876,478.3358048331502,1,162.53817048667037,8.141133674958036,72.87776624493738,2569.7734464295713,2.8332597340925028,2566.940186695479,2.803611248124751,0.0002024382395692705
0.38000000000000017,0.01,3.2538336008434725,111.63498942596239,491.25410425872553,1,162.53817048667037,8.360999303694374,74.89586684862353,2569.7734464295713,2.9883605357321987,2566.785085893839,2.8038136863643204,0.0002080440745795098
0.3900000000000002,0.01,3.3393931037066005,111.56044708975901,504.17162312906737,1,162.53817048667037,8.580851647611903,76.91661221748191,2569.7734464295713,3.1475845521348798,2566.6258618774364,2.8040217304388997,0.000213657256159672
0.4000000000000002,0.01,3.424947299102515,111.48580189951339,517.0883406938196,1,162.53817048667037,8.800690353545713,78.94001032954965,2569.7734464295713,3.310930768444807,2566.4625156611264,2.8042353876950594,0.00021927780647097126
0.4100000000000002,0.01,3.5104960496245528,111.41105347321164,530.0042362077336,1,162.53817048667037,9.020515068417811,80.96606922926871,2569.7734464295713,3.478398143368717,2566.2950482862025,2.8044546655015306,0.00022490574785907975
0.4200000000000002,0.01,3.5960392179007594,111.33620142601347,542.9192889308009,1,162.53817048667037,9.240325439239411,82.99479702816976,2569.7734464295713,3.649985609189954,2566.1234608203813,2.8046795712493897,0.0002305411028560271
0.4300000000000002,0.01,3.681576666594772,111.26124537022471,555.8334781283864,1,162.53817048667037,9.460121113113157,85.0262019055634,2569.7734464295713,3.825692071782951,2565.947754357788,2.8049101123522457,0.00023618389418212057
0.4400000000000002,0.01,3.767108258406698,111.1861849152694,568.7467830713616,1,162.53817048667037,9.679901737235424,87.06029210924088,2569.7734464295713,4.005516410628083,2565.7679300189434,2.805146296246428,0.00024183414474789131
0.45000000000000023,0.01,3.852633856073996,111.11101966766155,581.6591830362368,1,162.53817048667037,9.89966695889856,89.09707595618279,2569.7734464295713,4.189457478826864,2565.5839889507442,2.805388130391176,0.0002474918776560633
0.46000000000000024,0.01,3.9381533223723544,111.03574923097668,594.5706573052939,1,162.53817048667037,10.119416425493144,91.13656183327699,2569.7734464295713,4.377514103117522,2565.395932326454,2.805635622268832,0.00025315711620354717
0.47000000000000025,0.01,4.02366652011657,110.96037320582286,607.48118516672,1,162.53817048667037,10.339149784510253,93.17875819804549,2569.7734464295713,4.569685083890907,2565.2037613456805,2.8058887793850356,0.00025882988388345967
0.48000000000000026,0.01,4.109173312161426,110.88489118981146,620.3907459147385,1,162.53817048667037,10.558866683543704,95.22367357938026,2569.7734464295713,4.765969195206777,2565.0074772343646,2.806147609268919,0.0002645102043871674
0.49000000000000027,0.01,4.194673561402571,110.80930277752748,633.2993188497431,1,162.53817048667037,10.778566770292331,97.27131657828879,2569.7734464295713,4.966365184810434,2564.807081244761,2.8064121194733063,0.00027019810160635774
0.5000000000000002,0.01,4.2801671307773965,110.73360756049958,646.2068832784292,1,162.53817048667037,10.998249692562222,99.32169586864856,2569.7734464295713,5.170871774149718,2564.6025746554214,2.8066823175749125,0.0002758935996351349
0.5100000000000002,0.01,4.36565388326591,110.6578051271697,659.113418513927,1,162.53817048667037,11.217915098268982,101.37482019797137,2569.7734464295713,5.379487658392347,2564.393958771179,2.8069582111745475,0.0002815967227721427
