ay_g,ax_g,roll_deg,pitch_deg,ground_z_in,worst_order,worst_point,worst_min_z_in,worst_clearance_in,worst_clearance_mm,touches_ground,roll_then_pitch_clearance_in,pitch_then_roll_clearance_in
-2.5,-0.75,-1.284444243246661,-0.5352324968667007,-3.143600000000001,pitch_then_roll,front_wing_mirror,-3.219979582360272,-0.07637958236027087,-1.94004139195088,True,-0.07636669485345404,-0.07637958236027087
-2.5,-0.7,-1.284444243246661,-0.4995503304089206,-3.143600000000001,pitch_then_roll,front_wing_mirror,-3.2027276958689526,-0.0591276958689515,-1.501843475071368,True,-0.05912052586905414,-0.0591276958689515
-2.5,-0.6499999999999999,-1.284444243246661,-0.46386816395114056,-3.143600000000001,pitch_then_roll,front_wing_mirror,-3.1854729458360107,-0.041872945836009645,-1.063572824234645,True,-0.041870799299435824,-0.041872945836009645
-2.5,-0.5999999999999999,-1.284444243246661,-0.42818599749336045,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.168217521834795,-0.024617521834794154,-0.6252850546037715,True,-0.024617521834794154,-0.02461533895359258
-2.5,-0.5499999999999998,-1.284444243246661,-0.3925038310355804,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.150960700166716,-0.007360700166715084,-0.1869617842345631,True,-0.007360700166715084,-0.00735488191496847
-2.5,-0.5,-1.284444243246661,-0.35682166457780046,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.133700340988157,0.009899659011844086,0.25145133890083976,False,0.009899659011844086,0.009908418585502066
-2.5,-0.44999999999999996,-1.284444243246661,-0.3211394981200204,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.116436450993443,0.027163549006558263,0.6899541447665798,False,0.027163549006558263,0.02717455585234818
-2.5,-0.3999999999999999,-1.284444243246661,-0.2854573316622403,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.099169036878272,0.04443096312172923,1.1285464632919224,False,0.04443096312172923,0.044443523189001244
-2.5,-0.34999999999999987,-1.284444243246661,-0.24977516520446022,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.0818981053397083,0.061701894660292744,1.5672281243714357,False,0.061701894660292744,0.06171531389779483
-2.5,-0.2999999999999998,-1.284444243246661,-0.21409299874668014,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.0646236630761825,0.07897633692381856,2.0059989578649913,False,0.07897633692381856,0.07898992127996829
-2.5,-0.25,-1.284444243246661,-0.17841083228890023,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.047345716787482,0.09625428321251928,2.4448587935979895,False,0.09625428321251928,0.09626733863566672
-2.5,-0.19999999999999996,-1.284444243246661,-0.14272866583112015,-3.143600000000001,roll_then_pitch,front_wing_mirror,-3.0300642731747542,0.11353572682524682,2.883807461361269,False,0.11353572682524682,0.1135475592639481
