Fz,slipRatio,slipAngle_deg,Fx,Fy,ax_g,ay_g
200,-0.25,5.600000000000001,-4.591647995306608,16.84297514129666,-0.0015152602047766525,0.005558241831197917
200,-0.25,5.800000000000001,-4.5904568403931565,16.92123899714535,-0.0015148671194094986,0.0055840691825892064
200,-0.25,6.000000000000001,-4.587276307621798,16.999495378170817,-0.0015138175322583595,0.00560989406726219
200,-0.25,6.199999999999999,-4.582120546224804,17.07774403108444,-0.0015121161126203178,0.00563571640163072
200,-0.25,6.400000000000002,-4.575012398497345,17.15598470292923,-0.0015097703985341988,0.005661536102218087
200,-0.25,6.600000000000001,-4.565983165394834,17.23421714108309,-0.0015067907194268558,0.005687353085658099
200,-0.25,6.800000000000001,-4.555072286973792,17.312441093261988,-0.0015031900906575207,0.005713167268696126
200,-0.25,7.0,-4.542326942564697,17.39065630752319,-0.0014989840815734152,0.005738978568190169
200,-0.25,7.200000000000002,-4.527801576845776,17.468862532268435,-0.0014941906591124153,0.005764786901111903
200,-0.25,7.400000000000002,-4.511557359191184,17.547059516247128,-0.0014888300093860224,0.005790592184547738
200,-0.25,7.600000000000001,-4.493661584762809,17.625247008559487,-0.001482924340037524,0.0058163943356998515
200,-0.25,7.800000000000002,-4.474187026766067,17.70342475865976,-0.001476497666484098,0.005842193271887251
200,-0.25,8.0,-4.453211250059178,17.781592516359314,-0.001469575585405427,0.005867988910546797
200,-0.25,8.200000000000003,-4.43081589685784,17.859750031829822,-0.001462185039023694,0.005893781169234251
200,-0.25,8.400000000000002,-4.407085955584559,17.93789705560637,-0.0014543540738212561,0.0059195699656253015
200,-0.25,8.600000000000001,-4.382109023954413,18.016033338590606,-0.0014461115973563197,0.005945355217516605
200,-0.25,8.8,-4.355974577159529,18.09415863205383,-0.0014374871367612088,0.005971136842826804
200,-0.25,9.0,-4.328773251517668,18.172272687640085,-0.0014285106023438465,0.005996914759597547
200,-0.25,9.200000000000003,-4.300596153204887,18.25037525736928,-0.0014192120594670671,0.006022688885994521
200,-0.25,9.400000000000002,-4.271534200728008,18.328466093640255,-0.0014096215115621893,0.006048459140308459
200,-0.25,9.600000000000001,-4.2416775086500165,18.406544949233844,-0.0013997686967561992,0.006074225440956157
200,-0.25,9.8,-4.211114818807428,18.48461157731593,-0.0013896829001714562,0.006099987706481476
200,-0.25,10.0,-4.179932983904158,18.562665731440507,-0.001379392783509827,0.006125745855556354
