Current,Charge,Voltage
10.0,1.38899972,3.44080224
10.0,1.43025288,3.42325590
10.0,1.47150605,3.41001338
10.0,1.51275921,3.39445341
10.0,1.55401237,3.38087983
10.0,1.59526554,3.36565093
10.0,1.63651870,3.35009097
10.0,1.67777187,3.33751057
10.0,1.71902503,3.32195061
10.0,1.76027819,3.30639064
10.0,1.80153136,3.29248600
10.0,1.84278452,3.27593284
10.0,1.88403769,3.25640013
10.0,1.92529085,3.23786059
10.0,1.96654401,3.21534831
10.0,2.00779718,3.19018752
10.0,2.04905034,3.15564661
10.0,2.08905341,3.12629235
10.0,2.13905725,3.08049530
10.0,2.18031041,3.03293257
10.0,2.22156357,2.98559056
10.0,2.26281674,2.93328260
10.0,2.30406990,2.87402231
10.0,2.34344792,2.80145329
10.0,2.37720051,2.72297480
10.0,2.40345252,2.63527068
10.0,2.42220396,2.54908394
10.0,2.43157968,2.49992108
15.0,0.00000000,3.90000000
15.0,0.02764531,3.81677950
15.0,0.06889847,3.76756146
15.0,0.11015164,3.75100831
15.0,0.15140480,3.73975216
15.0,0.19265796,3.73048240
15.0,0.23391113,3.72220582
15.0,0.27516429,3.71260499
15.0,0.31641746,3.70366629
15.0,0.35767062,3.69252050
15.0,0.39892378,3.68181613
15.0,0.44017695,3.67353956
15.0,0.48143011,3.66294554
15.0,0.52268328,3.65202046
15.0,0.56393644,3.63811581
15.0,0.60518960,3.62884605
15.0,0.64644277,3.61692778
15.0,0.68769593,3.60335419
15.0,0.72894910,3.58978061
15.0,0.77020226,3.57819340
15.0,0.81145542,3.56671655
15.0,0.85270859,3.55612253
15.0,0.89396175,3.54376284
15.0,0.93521492,3.53085139
15.0,0.97646808,3.51749851
15.0,1.01772124,3.50569059
15.0,1.05897441,3.49145488
15.0,1.10022757,3.47777094
15.0,1.14148074,3.46331453
15.0,1.18273390,3.44940988
15.0,1.22398706,3.43263602
15.0,1.26524023,3.41851066
15.0,1.30649339,3.40239893
15.0,1.34774656,3.38705967
15.0,1.38899972,3.37326538
15.0,1.42191891,3.35713525
15.0,1.45931761,3.34221442
15.0,1.50150835,3.33353781
15.0,1.54276151,3.31797785
15.0,1.58401468,3.30771490
15.0,1.62526784,3.29436202
15.0,1.66652100,3.27891241
15.0,1.70777417,3.26666308
15.0,1.74902733,3.25408268
15.0,1.79028050,3.23686741
15.0,1.83153366,3.22097638
15.0,1.87278682,3.20409216
15.0,1.91403999,3.18555263
15.0,1.95529315,3.16535779
15.0,1.99654632,3.14207302
15.0,2.03779948,3.11227735
15.0,2.07871012,3.08518519
15.0,2.11155514,3.04212877
15.0,2.15030811,3.01030993
15.0,2.19156127,2.96583713
15.0,2.23281444,2.91584661
15.0,2.27406760,2.86431113
15.0,2.31532076,2.80085738
15.0,2.35469878,2.72473495
15.0,2.38470109,2.64510326
15.0,2.40345252,2.57585039
15.0,2.41657853,2.51405085
20.0,0.00000000,3.81111111
20.0,0.02389502,3.74133391
20.0,0.06139790,3.68909952
20.0,0.10265106,3.66724936
20.0,0.14390423,3.65268258
20.0,0.18515739,3.64241963
20.0,0.22641055,3.63414305
20.0,0.26766372,3.62189372
20.0,0.30891688,3.61196183
20.0,0.35017005,3.60103675
20.0,0.39142321,3.59110486
20.0,0.43267637,3.58117297
20.0,0.47392954,3.57057895
20.0,0.51518270,3.56031600
20.0,0.55643587,3.55336367
20.0,0.59768903,3.54475603
20.0,0.63894219,3.53316883
20.0,0.68019536,3.52389906
20.0,0.72144852,3.51297398
20.0,0.76270168,3.50304209
20.0,0.80395485,3.49344126
20.0,0.84520801,3.48251618
20.0,0.88646118,3.47159110
20.0,0.92771434,3.46000389
20.0,0.96896750,3.44808563
20.0,1.01022067,3.43550523
20.0,1.05147383,3.42524228
20.0,1.09272700,3.41166869
20.0,1.13398016,3.39842617
20.0,1.17523332,3.38683896
20.0,1.25773965,3.35770542
20.0,1.29899282,3.34313864
20.0,1.34024598,3.33022718
20.0,1.38149914,3.31632254
20.0,1.42275231,3.30892879
20.0,1.46400547,3.29149281
20.0,1.50525864,3.27758816
20.0,1.54651180,3.26633202
20.0,1.58776496,3.25143418
20.0,1.62901813,3.23918485
20.0,1.67027129,3.22726658
20.0,1.71152446,3.21369299
20.0,1.75277762,3.20376110
20.0,1.79403078,3.18720795
20.0,1.83528395,3.16999267
20.0,1.87653711,3.15211527
20.0,1.91779028,3.13258255
20.0,1.95904344,3.11304983
20.0,2.00029660,3.08822010
20.0,2.04154977,3.05842443
20.0,2.08280293,3.02366281
20.0,2.12405609,2.98492843
20.0,2.16530926,2.94155917
20.0,2.20656242,2.89620354
20.0,2.24781559,2.84488877
20.0,2.28906875,2.78860805
20.0,2.32844677,2.72206438
20.0,2.36219936,2.64877530
20.0,2.38845137,2.56850630
20.0,2.40345252,2.50343875
25.0,0.00000000,3.71823529
25.0,0.01219888,3.68376071
25.0,0.02888373,3.64668496
25.0,0.05113019,3.61639402
25.0,0.07560129,3.59842957
25.0,0.10007240,3.58298645
25.0,0.12454351,3.56927673
25.0,0.14901461,3.55793077
25.0,0.17348572,3.54595447
25.0,0.19795682,3.53413575
25.0,0.22242793,3.52278978
25.0,0.24689904,3.51254689
25.0,0.26580853,3.50608599
25.0,0.29065041,3.49176471
25.0,0.31443089,3.48352941
25.0,0.33810952,3.47425424
25.0,0.36258063,3.46637510
25.0,0.38705173,3.45802320
25.0,0.40039961,4.35545784
25.0,0.41152284,3.44809548
25.0,0.42487071,4.35545784
25.0,0.43599394,3.43659193
25.0,0.44600485,4.35545784
25.0,0.46046505,3.42981586
25.0,0.48493616,3.41973056
25.0,0.50940726,3.41059075
25.0,0.53387837,3.40129336
25.0,0.55834947,3.39451729
25.0,0.58282058,3.38490474
25.0,0.60729169,3.37718317
25.0,0.63176279,3.36725545
25.0,0.65623390,3.35953389
25.0,0.68070500,3.35244266
25.0,0.70517611,3.34409076
25.0,0.72964722,3.33526612
25.0,0.75411832,3.32801731
25.0,0.77858943,3.32124124
25.0,0.80306053,3.31162869
25.0,0.82753164,3.30390712
25.0,0.85200275,3.29650073
25.0,0.87647385,3.29193082
25.0,0.90094496,3.28373651
25.0,0.92541606,3.27774836
25.0,0.94988717,3.27223296
25.0,0.97435828,3.26592964
25.0,0.99882938,3.26088699
25.0,1.02330049,3.25474126
25.0,1.04777159,3.24985619
25.0,1.07224270,3.24276496
25.0,1.09671380,3.23851022
25.0,1.12118491,3.23315240
25.0,1.14565602,3.22684908
25.0,1.17012712,3.22385501
25.0,1.19459823,3.21739411
25.0,1.21906933,3.21266662
25.0,1.24354044,3.20762397
25.0,1.26801155,3.20415715
25.0,1.29248265,3.19659317
25.0,1.31695376,3.19155051
25.0,1.34142486,3.18682303
25.0,1.36589597,3.17878630
25.0,1.39036708,3.17216782
25.0,1.41483818,3.16665241
25.0,1.43930929,3.16192493
25.0,1.46378039,3.15451853
25.0,1.48825150,3.14916071
25.0,1.51272261,3.14490597
25.0,1.53719371,3.13986332
25.0,1.56166482,3.13466309
25.0,1.58613592,3.12725669
25.0,1.61060703,3.12189887
25.0,1.63507814,3.11496522
25.0,1.65954924,3.10834674
25.0,1.68402035,3.10251617
25.0,1.70849145,3.09510978
25.0,1.73296256,3.08896404
25.0,1.75743366,3.08045457
25.0,1.78190477,3.07147234
25.0,1.80637588,3.06312045
25.0,1.83084698,3.05145931
25.0,1.85531809,3.04058609
25.0,1.87978919,3.02971287
25.0,1.90426030,3.01883965
25.0,1.92873141,3.00623302
25.0,1.95320251,2.99078989
25.0,1.97767362,2.97660743
25.0,2.00214472,2.95880056
25.0,2.02661583,2.94099370
25.0,2.05108694,2.91735626
25.0,2.07555804,2.89308849
25.0,2.10002915,2.87165722
25.0,2.12450025,2.84849253
25.0,2.14897136,2.82186102
25.0,2.16454388,2.80578756
30.0,0.00119076,3.67462538
30.0,0.01442353,3.63089165
30.0,0.03110837,3.58986757
30.0,0.05335483,3.55603977
30.0,0.07782594,3.53192959
30.0,0.10229705,3.51711679
30.0,0.12676815,3.50309192
30.0,0.15123926,3.48796396
30.0,0.17571036,3.47346633
30.0,0.20018147,3.46117486
30.0,0.22465258,3.44620449
30.0,0.24912368,3.43501610
30.0,0.26469620,3.42461563
30.0,0.28536585,3.41764706
30.0,0.30914634,3.40941176
30.0,0.32921094,3.39829928
30.0,0.35368204,3.38963222
30.0,0.37815315,3.38065000
30.0,0.40262425,3.36820095
30.0,0.42709536,3.35827323
30.0,0.45156647,3.34645451
30.0,0.47603757,3.33794503
30.0,0.50050868,3.32785973
30.0,0.52497978,3.31604101
30.0,0.54945089,3.30674362
30.0,0.57392200,3.29728864
30.0,0.59839310,3.28925191
30.0,0.62286421,3.28042727
30.0,0.64733531,3.27144505
30.0,0.67180642,3.26277799
30.0,0.69627753,3.25521401
30.0,0.72074863,3.24638936
30.0,0.74521974,3.23929813
30.0,0.76969084,3.23252207
30.0,0.79416195,3.22558842
30.0,0.81863306,3.21960027
30.0,0.84310416,3.21298179
30.0,0.86757527,3.20793914
30.0,0.89204637,3.20100549
30.0,0.91651748,3.19596283
30.0,0.94098859,3.19092018
30.0,0.96545969,3.18288345
30.0,0.98103221,4.35545784
30.0,0.98993080,3.17642255
30.0,1.00550332,4.35545784
30.0,1.01440190,3.17201023
30.0,1.02663746,4.35545784
30.0,1.03887301,3.16728275
30.0,1.06334411,3.16413109
30.0,1.08781522,3.15845810
30.0,1.11228633,3.15373062
30.0,1.13675743,3.14837280
30.0,1.16122854,3.14459081
30.0,1.18569964,3.14143915
30.0,1.21017075,3.13560858
30.0,1.23464186,3.13229934
30.0,1.25911296,3.12725669
30.0,1.27468548,2.64111343
30.0,1.28358407,3.12473536
30.0,1.30805517,3.12158370
30.0,1.33252628,3.11748655
30.0,1.35699739,3.11181356
30.0,1.38146849,3.10834674
30.0,1.40593960,3.10487992
30.0,1.43041070,3.10046759
30.0,1.45488181,3.09574011
30.0,1.47935292,3.09258845
30.0,1.50382402,3.08691547
30.0,1.52829513,3.08313348
30.0,1.55276623,3.07809082
30.0,1.57723734,3.07430883
30.0,1.60170845,3.06958135
30.0,1.62617955,3.06469628
30.0,1.65065066,3.05981121
30.0,1.67512176,3.05224723
30.0,1.69959287,3.04547116
30.0,1.72406398,3.03964059
30.0,1.74853508,3.03428278
30.0,1.77300619,3.02860979
30.0,1.79747729,3.02057306
30.0,1.82194840,3.01395458
30.0,1.84641950,3.00670577
30.0,1.87089061,2.99772354
30.0,1.89536172,2.98984440
30.0,1.91983282,2.97944392
30.0,1.94430393,2.96620696
30.0,1.96877503,2.95391549
30.0,1.99324614,2.93878754
30.0,2.01771725,2.92255650
30.0,2.04218835,2.90348896
30.0,2.06665946,2.88205769
30.0,2.09113056,2.86377807
30.0,2.11560167,2.84045580
30.0,2.14007278,2.81697595
30.0,2.15675762,2.80145403
35.0,0.00000000,3.57823529
35.0,0.00774959,3.54855458
35.0,0.01998514,3.50930518
35.0,0.04000696,3.47441183
35.0,0.06447806,3.44683482
35.0,0.08894917,3.42934312
35.0,0.11342028,3.41516065
35.0,0.13789138,3.39924478
35.0,0.16236249,3.38269858
35.0,0.18683359,3.36788578
35.0,0.21130470,3.35354574
35.0,0.23577581,3.34125427
35.0,0.25913459,3.32650451
35.0,0.29329268,3.30647059
35.0,0.31808771,3.29271874
35.0,0.34255881,3.28090002
35.0,0.36702992,3.27097230
35.0,0.39150102,3.25899600
35.0,0.41597213,3.24528628
35.0,0.44044324,3.23472823
35.0,0.46491434,3.22212160
35.0,0.48938545,3.21172113
35.0,0.51385655,3.20258132
35.0,0.53832766,3.18965952
35.0,0.56279877,3.17862872
35.0,0.58726987,3.17011924
35.0,0.61174098,3.16129460
35.0,0.63621208,3.15246995
35.0,0.66068319,3.14553631
35.0,0.68515430,3.13860266
35.0,0.70962540,3.13166901
35.0,0.73409651,3.12568086
35.0,0.75856761,3.11969271
35.0,0.78303872,3.11401972
35.0,0.80750983,3.10582541
35.0,0.83198093,3.10267376
35.0,0.85645204,3.09731594
35.0,0.88092314,3.09321878
35.0,0.90539425,3.08943679
35.0,0.92986536,3.08533964
35.0,0.95433646,3.08124248
35.0,0.97880757,3.07683016
35.0,1.00327867,3.07399367
35.0,1.02774978,3.06989651
35.0,1.05222088,3.06516902
35.0,1.07669199,3.06075670
35.0,1.10116310,3.05665955
35.0,1.12563420,3.05539888
35.0,1.15010531,3.05098656
35.0,1.17457641,3.04846524
35.0,1.19904752,3.04625908
35.0,1.22351863,3.04342258
35.0,1.24798973,3.04058609
35.0,1.27246084,3.03806476
35.0,1.29693194,3.03711927
35.0,1.32140305,3.03302211
35.0,1.34587416,3.03113112
35.0,1.37034526,3.03081595
35.0,1.39481637,3.02766429
35.0,1.41928747,3.02451264
35.0,1.44375858,3.02325197
35.0,1.46822969,3.02073065
35.0,1.49270079,3.01820932
35.0,1.51717190,3.01694866
35.0,1.54164300,3.01253633
35.0,1.56166482,4.35545784
35.0,1.56611411,3.01033017
35.0,1.58613592,4.35545784
35.0,1.59058522,3.00780885
35.0,1.60727006,4.35545784
35.0,1.61505632,3.00371169
35.0,1.63952743,3.00087520
35.0,1.66399853,2.99803871
35.0,1.68846964,2.99362639
35.0,1.71294075,2.98889890
35.0,1.73741185,2.98275317
35.0,1.76188296,2.97975909
35.0,1.78635406,2.97440127
35.0,1.81082517,2.96589179
35.0,1.83529627,2.95738232
35.0,1.85976738,2.95060625
35.0,1.88423849,2.94241194
35.0,1.90870959,2.92980531
35.0,1.92428211,2.92250397
35.0,1.94471545,2.91117647
35.0,1.97113821,2.89882353
35.0,1.99992008,2.87606954
35.0,2.02439118,2.85842025
35.0,2.04886229,2.83951031
35.0,2.07333340,2.81902453
35.0,2.08890592,2.80347635
