Fz,sr,sa_deg,Fx,Fy
200,-0.25,-3.799999999999999,-3.3904878120790523,13.160877540733596
200,-0.25,-3.5999999999999996,-3.4189162187624764,13.239201655383743
200,-0.25,-3.4000000000000004,-3.4477932017172552,13.317530512589816
200,-0.25,-3.1999999999999993,-3.4771112310571137,13.395863847259937
200,-0.25,-3.0,-3.5068609028414173,13.474201394473711
200,-0.25,-2.799999999999999,-3.5370307788409323,13.552542889485775
200,-0.25,-2.5999999999999996,-3.5676072207149865,13.630888067729328
200,-0.25,-2.3999999999999986,-3.5985742196067254,13.709236664819697
200,-0.25,-2.1999999999999993,-3.6299132224167683,13.787588416557837
200,-0.25,-2.0,-3.6616029562944234,13.865943058933887
200,-0.25,-1.799999999999999,-3.6936192531876855,13.944300328130689
200,-0.25,-1.5999999999999996,-3.725934876615482,14.022659960527289
200,-0.25,-1.3999999999999986,-3.7585193531631678,14.101021692702483
200,-0.25,-1.1999999999999993,-3.79133881154885,14.179385261438297
200,-0.25,-1.0,-3.8243558324553257,14.257750403723508
200,-0.25,-0.7999999999999989,-3.857529312659918,14.336116856757139
200,-0.25,-0.5999999999999996,-3.89081434730991,14.414484357951947
200,-0.25,-0.3999999999999986,-3.9241621344701696,14.492852644937921
200,-0.25,-0.1999999999999993,-3.957519906295656,14.57122145556575
200,-0.25,0.0,-3.990830891337237,14.649590527910313
200,-0.25,0.20000000000000107,-4.024034312555906,14.727959600274133
200,-0.25,0.40000000000000036,-4.057065425579459,14.80632841119086
200,-0.25,0.6000000000000014,-4.089855601569025,14.884696699428709
200,-0.25,0.8000000000000007,-4.122332458754574,14.963064203993921
200,-0.25,1.0,-4.154420046235928,15.041430664134214
200,-0.25,1.200000000000001,-4.186039083020769,15.119795819342208
200,-0.25,1.4000000000000004,-4.217107254481463,15.198159409358865
200,-0.25,1.6000000000000014,-4.247539567463241,15.276521174176906
200,-0.25,1.8000000000000007,-4.277248764180349,15.354880854044243
200,-0.25,2.0,-4.306145793816249,15.433238189467373
200,-0.25,2.200000000000001,-4.33414033942882,15.5115929212148
200,-0.25,2.4000000000000004,-4.361141396390694,15.589944790320407
200,-0.25,2.6000000000000014,-4.387057897212993,15.668293538086875
200,-0.25,2.8000000000000007,-4.411799376257817,15.746638906089041
200,-0.25,3.0,-4.4352766665924745,15.824980636177283
200,-0.25,3.200000000000001,-4.457402620126854,15.903318470480889
200,-0.25,3.4000000000000004,-4.4780928412509216,15.981652151411405
