ks_f_N_per_mm,ks_r_N_per_mm,best_ay_g,best_ay_mps2,Kf_Nm_per_rad,Kr_Nm_per_rad,fn_front_hz,fn_rear_hz
35.0,32.5,0.1,0.9806699999999999,30597.875,28412.3125,2.954350600118942,2.846883472570124
35.0,35.0,0.1,0.9806699999999999,30597.875,30597.875,2.954350600118942,2.954350600118942
35.0,37.5,0.1,0.9806699999999999,30597.875,32783.4375,2.954350600118942,3.0580433990467464
35.0,40.0,0.1,0.9806699999999999,30597.875,34969.0,2.954350600118942,3.1583336417300187
35.0,42.5,0.1,0.9806699999999999,30597.875,37154.5625,2.954350600118942,3.255535801448638
35.0,45.0,0.1,0.9806699999999999,30597.875,39340.125,2.954350600118942,3.34991870297535
37.5,5.0,0.1,0.9806699999999999,32783.4375,4371.125,3.0580433990467464,1.1166395676584502
37.5,7.5,0.1,0.9806699999999999,32783.4375,6556.6875,3.0580433990467464,1.367598583682608
37.5,10.0,0.1,0.9806699999999999,32783.4375,8742.25,3.0580433990467464,1.5791668208650094
37.5,12.5,0.1,0.9806699999999999,32783.4375,10927.8125,3.0580433990467464,1.765562179633197
37.5,15.0,0.1,0.9806699999999999,32783.4375,13113.375,3.0580433990467464,1.9340764649261803
37.5,17.5,0.1,0.9806699999999999,32783.4375,15298.9375,3.0580433990467464,2.08904134334665
37.5,20.0,0.1,0.9806699999999999,32783.4375,17484.5,3.0580433990467464,2.2332791353169004
37.5,22.5,0.1,0.9806699999999999,32783.4375,19670.0625,3.0580433990467464,2.368750231297514
37.5,25.0,0.1,0.9806699999999999,32783.4375,21855.625,3.0580433990467464,2.49688197965027
37.5,27.5,0.1,0.9806699999999999,32783.4375,24041.1875,3.0580433990467464,2.6187519130938073
37.5,30.0,0.1,0.9806699999999999,32783.4375,26226.75,3.0580433990467464,2.735197167365216
37.5,32.5,0.1,0.9806699999999999,32783.4375,28412.3125,3.0580433990467464,2.846883472570124
37.5,35.0,0.1,0.9806699999999999,32783.4375,30597.875,3.0580433990467464,2.954350600118942
37.5,37.5,0.1,0.9806699999999999,32783.4375,32783.4375,3.0580433990467464,3.0580433990467464
37.5,40.0,0.1,0.9806699999999999,32783.4375,34969.0,3.0580433990467464,3.1583336417300187
37.5,42.5,0.1,0.9806699999999999,32783.4375,37154.5625,3.0580433990467464,3.255535801448638
37.5,45.0,0.1,0.9806699999999999,32783.4375,39340.125,3.0580433990467464,3.34991870297535
40.0,5.0,0.1,0.9806699999999999,34969.0,4371.125,3.1583336417300187,1.1166395676584502
40.0,7.5,0.1,0.9806699999999999,34969.0,6556.6875,3.1583336417300187,1.367598583682608
40.0,10.0,0.1,0.9806699999999999,34969.0,8742.25,3.1583336417300187,1.5791668208650094
40.0,12.5,0.1,0.9806699999999999,34969.0,10927.8125,3.1583336417300187,1.765562179633197
40.0,15.0,0.1,0.9806699999999999,34969.0,13113.375,3.1583336417300187,1.9340764649261803
40.0,17.5,0.1,0.9806699999999999,34969.0,15298.9375,3.1583336417300187,2.08904134334665
40.0,20.0,0.1,0.9806699999999999,34969.0,17484.5,3.1583336417300187,2.2332791353169004
40.0,22.5,0.1,0.9806699999999999,34969.0,19670.0625,3.1583336417300187,2.368750231297514
40.0,25.0,0.1,0.9806699999999999,34969.0,21855.625,3.1583336417300187,2.49688197965027
40.0,27.5,0.1,0.9806699999999999,34969.0,24041.1875,3.1583336417300187,2.6187519130938073
40.0,30.0,0.1,0.9806699999999999,34969.0,26226.75,3.1583336417300187,2.735197167365216
40.0,32.5,0.1,0.9806699999999999,34969.0,28412.3125,3.1583336417300187,2.846883472570124
40.0,35.0,0.1,0.9806699999999999,34969.0,30597.875,3.1583336417300187,2.954350600118942
40.0,37.5,0.1,0.9806699999999999,34969.0,32783.4375,3.1583336417300187,3.0580433990467464
40.0,40.0,0.1,0.9806699999999999,34969.0,34969.0,3.1583336417300187,3.1583336417300187
40.0,42.5,0.1,0.9806699999999999,34969.0,37154.5625,3.1583336417300187,3.255535801448638
40.0,45.0,0.1,0.9806699999999999,34969.0,39340.125,3.1583336417300187,3.34991870297535
42.5,5.0,0.1,0.9806699999999999,37154.5625,4371.125,3.255535801448638,1.1166395676584502
42.5,7.5,0.1,0.9806699999999999,37154.5625,6556.6875,3.255535801448638,1.367598583682608
42.5,10.0,0.1,0.9806699999999999,37154.5625,8742.25,3.255535801448638,1.5791668208650094
42.5,12.5,0.1,0.9806699999999999,37154.5625,10927.8125,3.255535801448638,1.765562179633197
42.5,15.0,0.1,0.9806699999999999,37154.5625,13113.375,3.255535801448638,1.9340764649261803
42.5,17.5,0.1,0.9806699999999999,37154.5625,15298.9375,3.255535801448638,2.08904134334665
42.5,20.0,0.1,0.9806699999999999,37154.5625,17484.5,3.255535801448638,2.2332791353169004
42.5,22.5,0.1,0.9806699999999999,37154.5625,19670.0625,3.255535801448638,2.368750231297514
42.5,25.0,0.1,0.9806699999999999,37154.5625,21855.625,3.255535801448638,2.49688197965027
42.5,27.5,0.1,0.9806699999999999,37154.5625,24041.1875,3.255535801448638,2.6187519130938073
42.5,30.0,0.1,0.9806699999999999,37154.5625,26226.75,3.255535801448638,2.735197167365216
42.5,32.5,0.1,0.9806699999999999,37154.5625,28412.3125,3.255535801448638,2.846883472570124
42.5,35.0,0.1,0.9806699999999999,37154.5625,30597.875,3.255535801448638,2.954350600118942
42.5,37.5,0.1,0.9806699999999999,37154.5625,32783.4375,3.255535801448638,3.0580433990467464
42.5,40.0,0.1,0.9806699999999999,37154.5625,34969.0,3.255535801448638,3.1583336417300187
42.5,42.5,0.1,0.9806699999999999,37154.5625,37154.5625,3.255535801448638,3.255535801448638
42.5,45.0,0.1,0.9806699999999999,37154.5625,39340.125,3.255535801448638,3.34991870297535
45.0,5.0,0.1,0.9806699999999999,39340.125,4371.125,3.34991870297535,1.1166395676584502
45.0,7.5,0.1,0.9806699999999999,39340.125,6556.6875,3.34991870297535,1.367598583682608
45.0,10.0,0.1,0.9806699999999999,39340.125,8742.25,3.34991870297535,1.5791668208650094
45.0,12.5,0.1,0.9806699999999999,39340.125,10927.8125,3.34991870297535,1.765562179633197
45.0,15.0,0.1,0.9806699999999999,39340.125,13113.375,3.34991870297535,1.9340764649261803
45.0,17.5,0.1,0.9806699999999999,39340.125,15298.9375,3.34991870297535,2.08904134334665
45.0,20.0,0.1,0.9806699999999999,39340.125,17484.5,3.34991870297535,2.2332791353169004
45.0,22.5,0.1,0.9806699999999999,39340.125,19670.0625,3.34991870297535,2.368750231297514
45.0,25.0,0.1,0.9806699999999999,39340.125,21855.625,3.34991870297535,2.49688197965027
45.0,27.5,0.1,0.9806699999999999,39340.125,24041.1875,3.34991870297535,2.6187519130938073
45.0,30.0,0.1,0.9806699999999999,39340.125,26226.75,3.34991870297535,2.735197167365216
