current,temperature,rpm,torque,efficiency
900,80,3800,130,94.33
900,80,3800,140,93.54
900,80,3800,150,92.47
900,80,3800,160,91.12
900,80,3800,170,89.48
900,80,3800,180,87.55
900,80,3900,0,79.0
900,80,3900,10,81.53
900,80,3900,20,84.18
900,80,3900,30,86.53
900,80,3900,40,88.6
900,80,3900,50,90.37
900,80,3900,60,91.86
900,80,3900,70,93.06
900,80,3900,80,93.98
900,80,3900,90,94.62
900,80,3900,100,94.97
900,80,3900,110,95.03
900,80,3900,120,94.81
900,80,3900,130,94.31
900,80,3900,140,93.52
900,80,3900,150,92.45
900,80,3900,160,91.09
900,80,3900,170,89.44
900,80,3900,180,87.51
900,80,4000,0,79.0
900,80,4000,10,81.59
900,80,4000,20,84.24
900,80,4000,30,86.58
900,80,4000,40,88.64
900,80,4000,50,90.4
900,80,4000,60,91.88
900,80,4000,70,93.08
900,80,4000,80,93.99
900,80,4000,90,94.62
900,80,4000,100,94.96
900,80,4000,110,95.01
900,80,4000,120,94.79
900,80,4000,130,94.27
900,80,4000,140,93.47
900,80,4000,150,92.39
900,80,4000,160,91.02
900,80,4000,170,89.37
900,80,4000,180,87.43
900,80,4100,0,79.0
900,80,4100,10,81.69
900,80,4100,20,84.32
900,80,4100,30,86.66
900,80,4100,40,88.7
900,80,4100,50,90.45
900,80,4100,60,91.92
900,80,4100,70,93.1
900,80,4100,80,94.0
900,80,4100,90,94.61
900,80,4100,100,94.94
900,80,4100,110,94.98
900,80,4100,120,94.74
900,80,4100,130,94.21
900,80,4100,140,93.4
900,80,4100,150,92.31
900,80,4100,160,90.92
900,80,4100,170,89.26
900,80,4100,180,87.31
900,80,4200,0,79.0
900,80,4200,10,81.82
900,80,4200,20,84.44
900,80,4200,30,86.75
900,80,4200,40,88.77
900,80,4200,50,90.51
900,80,4200,60,91.96
900,80,4200,70,93.12
900,80,4200,80,94.0
900,80,4200,90,94.6
900,80,4200,100,94.91
900,80,4200,110,94.94
900,80,4200,120,94.68
900,80,4200,130,94.13
900,80,4200,140,93.3
900,80,4200,150,92.19
900,80,4200,160,90.79
900,80,4200,170,89.11
900,80,4200,180,87.14
900,80,4300,0,79.1
900,80,4300,10,81.98
900,80,4300,20,84.57
900,80,4300,30,86.87
900,80,4300,40,88.87
900,80,4300,50,90.58
900,80,4300,60,92.01
900,80,4300,70,93.15
900,80,4300,80,94.01
900,80,4300,90,94.58
900,80,4300,100,94.87
900,80,4300,110,94.87
900,80,4300,120,94.59
900,80,4300,130,94.03
900,80,4300,140,93.18
900,80,4300,150,92.04
900,80,4300,160,90.62
900,80,4300,170,88.91
900,80,4300,180,86.92
900,80,4400,0,79.31
900,80,4400,10,82.17
900,80,4400,20,84.73
900,80,4400,30,87.0
900,80,4400,40,88.97
900,80,4400,50,90.66
900,80,4400,60,92.06
900,80,4400,70,93.18
900,80,4400,80,94.01
900,80,4400,90,94.56
900,80,4400,100,94.82
900,80,4400,110,94.8
900,80,4400,120,94.49
900,80,4400,130,93.9
900,80,4400,140,93.02
900,80,4400,150,91.86
900,80,4400,160,90.41
900,80,4400,170,88.68
900,80,4400,180,86.66
900,80,4500,0,79.55
900,80,4500,10,82.38
900,80,4500,20,84.92
900,80,4500,30,87.15
900,80,4500,40,89.1
900,80,4500,50,90.75
900,80,4500,60,92.12
900,80,4500,70,93.21
900,80,4500,80,94.01
900,80,4500,90,94.53
900,80,4500,100,94.76
900,80,4500,110,94.71
900,80,4500,120,94.37
900,80,4500,130,93.74
900,80,4500,140,92.84
900,80,4500,150,91.64
900,80,4500,160,90.17
900,80,4500,170,88.4
900,80,4500,180,86.35
900,80,4600,0,79.83
900,80,4600,10,82.62
900,80,4600,20,85.12
900,80,4600,30,87.32
900,80,4600,40,89.23
900,80,4600,50,90.85
900,80,4600,60,92.19
900,80,4600,70,93.24
900,80,4600,80,94.0
900,80,4600,90,94.49
900,80,4600,100,94.68
900,80,4600,110,94.59
900,80,4600,120,94.22
900,80,4600,130,93.56
900,80,4600,140,92.62
900,80,4600,150,91.39
900,80,4600,160,89.88
900,80,4600,170,88.08
900,80,4600,180,85.99
900,80,4700,0,80.13
900,80,4700,10,82.88
900,80,4700,20,85.34
900,80,4700,30,87.5
900,80,4700,40,89.37
900,80,4700,50,90.95
900,80,4700,60,92.25
900,80,4700,70,93.26
900,80,4700,80,93.99
900,80,4700,90,94.43
900,80,4700,100,94.59
900,80,4700,110,94.46
900,80,4700,120,94.05
900,80,4700,130,93.35
900,80,4700,140,92.37
900,80,4700,150,91.1
900,80,4700,160,89.55
900,80,4700,170,87.72
900,80,4700,180,85.58
900,80,4800,0,80.45
900,80,4800,10,83.17
900,80,4800,20,85.58
900,80,4800,30,87.7
900,80,4800,40,89.53
900,80,4800,50,91.06
900,80,4800,60,92.32
900,80,4800,70,93.29
900,80,4800,80,93.97
900,80,4800,90,94.37
900,80,4800,100,94.48
900,80,4800,110,94.31
900,80,4800,120,93.86
900,80,4800,130,93.11
900,80,4800,140,92.09
900,80,4800,150,90.78
900,80,4800,160,89.18
900,80,4800,170,87.3
900,80,4800,180,85.11
900,80,4900,0,80.8
900,80,4900,10,83.47
900,80,4900,20,85.84
900,80,4900,30,87.91
900,80,4900,40,89.68
900,80,4900,50,91.17
900,80,4900,60,92.38
900,80,4900,70,93.3
900,80,4900,80,93.94
900,80,4900,90,94.29
900,80,4900,100,94.35
900,80,4900,110,94.14
900,80,4900,120,93.63
900,80,4900,130,92.84
900,80,4900,140,91.77
900,80,4900,150,90.41
900,80,4900,160,88.77
900,80,4900,170,86.84
900,80,4900,180,84.59
900,80,5000,0,81.17
900,80,5000,10,83.79
900,80,5000,20,86.1
900,80,5000,30,88.12
900,80,5000,40,89.85
900,80,5000,50,91.28
900,80,5000,60,92.44
900,80,5000,70,93.31
900,80,5000,80,93.89
900,80,5000,90,94.19
900,80,5000,100,94.21
900,80,5000,110,93.94
900,80,5000,120,93.38
900,80,5000,130,92.54
900,80,5000,140,91.41
900,80,5000,150,90.0
900,80,5000,160,88.31
900,80,5000,170,86.32
900,80,5000,180,84.0
900,80,5100,0,81.56
900,80,5100,10,84.12
900,80,5100,20,86.38
900,80,5100,30,88.34
900,80,5100,40,90.01
900,80,5100,50,91.39
900,80,5100,60,92.49
900,80,5100,70,93.3
900,80,5100,80,93.83
900,80,5100,90,94.07
900,80,5100,100,94.03
900,80,5100,110,93.71
900,80,5100,120,93.1
900,80,5100,130,92.2
900,80,5100,140,91.02
900,80,5100,150,89.55
900,80,5100,160,87.8
900,80,5100,170,85.74
900,80,5100,180,83.36
900,80,5200,0,81.97
900,80,5200,10,84.46
900,80,5200,20,86.66
900,80,5200,30,88.56
900,80,5200,40,90.17
900,80,5200,50,91.5
900,80,5200,60,92.53
900,80,5200,70,93.29
900,80,5200,80,93.75
900,80,5200,90,93.94
900,80,5200,100,93.84
900,80,5200,110,93.45
900,80,5200,120,92.78
900,80,5200,130,91.82
900,80,5200,140,90.58
900,80,5200,150,89.05
900,80,5200,160,87.24
900,80,5200,170,85.1
900,80,5200,180,82.64
900,80,5300,0,82.38
900,80,5300,10,84.82
900,80,5300,20,86.95
900,80,5300,30,88.79
900,80,5300,40,90.33
900,80,5300,50,91.59
900,80,5300,60,92.56
900,80,5300,70,93.25
900,80,5300,80,93.66
900,80,5300,90,93.77
900,80,5300,100,93.61
900,80,5300,110,93.16
900,80,5300,120,92.42
900,80,5300,130,91.4
900,80,5300,140,90.1
900,80,5300,150,88.51
900,80,5300,160,86.61
900,80,5300,170,84.39
900,80,5300,180,81.85
900,80,5400,0,82.81
900,80,5400,10,85.17
900,80,5400,20,87.24
900,80,5400,30,89.01
900,80,5400,40,90.48
900,80,5400,50,91.67
900,80,5400,60,92.58
900,80,5400,70,93.2
900,80,5400,80,93.53
900,80,5400,90,93.59
900,80,5400,100,93.35
900,80,5400,110,92.83
900,80,5400,120,92.03
900,80,5400,130,90.94
900,80,5400,140,89.57
900,80,5400,150,87.9
900,80,5400,160,85.93
900,80,5400,170,83.62
900,80,5400,180,80.98
900,80,5500,0,83.24
900,80,5500,10,85.53
900,80,5500,20,87.53
900,80,5500,30,89.22
900,80,5500,40,90.62
900,80,5500,50,91.74
900,80,5500,60,92.58
900,80,5500,70,93.12
900,80,5500,80,93.39
900,80,5500,90,93.37
900,80,5500,100,93.06
900,80,5500,110,92.47
900,80,5500,120,91.59
900,80,5500,130,90.43
900,80,5500,140,88.98
900,80,5500,150,87.24
900,80,5500,160,85.17
900,80,5500,170,82.76
900,80,5500,180,80.03
900,80,5600,0,83.67
900,80,5600,10,85.89
900,80,5600,20,87.81
900,80,5600,30,89.43
900,80,5600,40,90.75
900,80,5600,50,91.8
900,80,5600,60,92.55
900,80,5600,70,93.02
900,80,5600,80,93.21
900,80,5600,90,93.11
900,80,5600,100,92.73
900,80,5600,110,92.06
900,80,5600,120,91.11
900,80,5600,130,89.87
900,80,5600,140,88.35
900,80,5600,150,86.51
900,80,5600,160,84.33
900,80,5600,170,81.82
900,80,5600,180,79.0
900,80,5700,0,84.1
900,80,5700,10,86.24
900,80,5700,20,88.08
900,80,5700,30,89.62
900,80,5700,40,90.87
900,80,5700,50,91.83
900,80,5700,60,92.5
900,80,5700,70,92.9
900,80,5700,80,93.0
900,80,5700,90,92.83
900,80,5700,100,92.36
900,80,5700,110,91.61
900,80,5700,120,90.58
900,80,5700,130,89.26
900,80,5700,140,87.65
900,80,5700,150,85.7
900,80,5700,160,83.41
900,80,5700,170,80.79
900,80,5700,180,79.0
900,80,5800,0,84.53
900,80,5800,10,86.59
900,80,5800,20,88.34
900,80,5800,30,89.8
900,80,5800,40,90.96
900,80,5800,50,91.84
900,80,5800,60,92.43
900,80,5800,70,92.74
900,80,5800,80,92.76
900,80,5800,90,92.5
900,80,5800,100,91.95
900,80,5800,110,91.12
900,80,5800,120,90.0
900,80,5800,130,88.6
900,80,5800,140,86.88
900,80,5800,150,84.81
900,80,5800,160,82.4
900,80,5800,170,79.65
900,80,5800,180,79.0
900,80,5900,0,84.95
900,80,5900,10,86.92
900,80,5900,20,88.59
900,80,5900,30,89.95
900,80,5900,40,91.03
900,80,5900,50,91.82
900,80,5900,60,92.32
900,80,5900,70,92.54
900,80,5900,80,92.48
900,80,5900,90,92.13
900,80,5900,100,91.49
900,80,5900,110,90.57
900,80,5900,120,89.37
900,80,5900,130,87.86
900,80,5900,140,86.02
900,80,5900,150,83.82
900,80,5900,160,81.28
900,80,5900,170,79.0
900,80,5900,180,79.0
900,80,6000,0,85.36
900,80,6000,10,87.24
900,80,6000,20,88.82
900,80,6000,30,90.09
900,80,6000,40,91.07
900,80,6000,50,91.77
900,80,6000,60,92.18
900,80,6000,70,92.31
900,80,6000,80,92.15
900,80,6000,90,91.71
900,80,6000,100,90.98
900,80,6000,110,89.97
900,80,6000,120,88.67
900,80,6000,130,87.04
900,80,6000,140,85.06
900,80,6000,150,82.72
900,80,6000,160,80.04
900,80,6000,170,79.0
900,80,6000,180,79.0
900,80,6100,0,85.75
900,80,6100,10,87.54
900,80,6100,20,89.02
900,80,6100,30,90.19
900,80,6100,40,91.08
900,80,6100,50,91.68
900,80,6100,60,92.0
900,80,6100,70,92.03
900,80,6100,80,91.78
900,80,6100,90,91.24
900,80,6100,100,90.42
900,80,6100,110,89.32
900,80,6100,120,87.9
900,80,6100,130,86.12
900,80,6100,140,83.99
900,80,6100,150,81.5
900,80,6100,160,79.0
900,80,6100,170,79.0
900,80,6100,180,79.0
900,80,6200,0,86.13
900,80,6200,10,87.82
900,80,6200,20,89.19
900,80,6200,30,90.27
900,80,6200,40,91.06
900,80,6200,50,91.56
900,80,6200,60,91.78
900,80,6200,70,91.71
900,80,6200,80,91.36
900,80,6200,90,90.72
900,80,6200,100,89.8
900,80,6200,110,88.59
900,80,6200,120,87.02
900,80,6200,130,85.09
900,80,6200,140,82.79
900,80,6200,150,80.12
900,80,6200,160,79.0
900,80,6200,170,79.0
900,80,6200,180,79.0
900,80,6300,0,86.48
900,80,6300,10,88.07
900,80,6300,20,89.34
900,80,6300,30,90.31
900,80,6300,40,90.99
900,80,6300,50,91.39
900,80,6300,60,91.51
900,80,6300,70,91.34
900,80,6300,80,90.88
900,80,6300,90,90.14
900,80,6300,100,89.12
900,80,6300,110,87.76
900,80,6300,120,86.03
900,80,6300,130,83.91
900,80,6300,140,81.42
900,80,6300,150,79.0
900,80,6300,160,79.0
900,80,6300,170,79.0
900,80,6300,180,79.0
900,80,6400,0,86.8
900,80,6400,10,88.28
900,80,6400,20,89.45
900,80,6400,30,90.31
900,80,6400,40,90.89
900,80,6400,50,91.18
900,80,6400,60,91.19
900,80,6400,70,90.91
900,80,6400,80,90.35
900,80,6400,90,89.5
900,80,6400,100,88.35
900,80,6400,110,86.81
900,80,6400,120,84.88
900,80,6400,130,82.56
900,80,6400,140,79.85
900,80,6400,150,79.0
900,80,6400,160,79.0
900,80,6400,170,79.0
900,80,6400,180,79.0
900,80,6500,0,87.09
900,80,6500,10,88.47
900,80,6500,20,89.52
900,80,6500,30,90.27
900,80,6500,40,90.74
900,80,6500,50,90.92
900,80,6500,60,90.82
900,80,6500,70,90.43
900,80,6500,80,89.76
900,80,6500,90,88.79
900,80,6500,100,87.45
900,80,6500,110,85.7
900,80,6500,120,83.54
900,80,6500,130,80.98
900,80,6500,140,79.0
900,80,6500,150,79.0
900,80,6500,160,79.0
900,80,6500,170,79.0
900,80,6500,180,79.0
900,80,6600,0,87.35
900,80,6600,10,88.61
900,80,6600,20,89.54
900,80,6600,30,90.18
900,80,6600,40,90.53
900,80,6600,50,90.6
900,80,6600,60,90.38
900,80,6600,70,89.88
900,80,6600,80,89.09
900,80,6600,90,87.95
900,80,6600,100,86.37
900,80,6600,110,84.37
900,80,6600,120,81.94
900,80,6600,130,79.08
900,80,6600,140,79.0
900,80,6600,150,79.0
900,80,6600,160,79.0
900,80,6600,170,79.0
900,80,6600,180,79.0
900,80,6700,0,87.56
900,80,6700,10,88.71
900,80,6700,20,89.52
900,80,6700,30,90.04
900,80,6700,40,90.27
900,80,6700,50,90.22
900,80,6700,60,89.88
900,80,6700,70,89.26
900,80,6700,80,88.31
900,80,6700,90,86.91
900,80,6700,100,85.05
900,80,6700,110,82.74
900,80,6700,120,79.96
900,80,6700,130,79.0
900,80,6700,140,79.0
900,80,6700,150,79.0
900,80,6700,160,79.0
900,80,6700,170,79.0
900,80,6700,180,79.0
900,80,6800,0,87.74
900,80,6800,10,88.76
900,80,6800,20,89.45
900,80,6800,30,89.84
900,80,6800,40,89.95
900,80,6800,50,89.77
900,80,6800,60,89.31
900,80,6800,70,88.55
900,80,6800,80,87.32
900,80,6800,90,85.59
900,80,6800,100,83.36
900,80,6800,110,80.63
900,80,6800,120,79.0
900,80,6800,130,79.0
900,80,6800,140,79.0
900,80,6800,150,79.0
900,80,6800,160,79.0
900,80,6800,170,79.0
900,80,6800,180,79.0
900,80,6900,0,87.86
900,80,6900,10,88.76
900,80,6900,20,89.31
900,80,6900,30,89.58
900,80,6900,40,89.56
900,80,6900,50,89.26
900,80,6900,60,88.66
900,80,6900,70,87.6
900,80,6900,80,85.97
900,80,6900,90,83.79
900,80,6900,100,81.05
900,80,6900,110,79.0
900,80,6900,120,79.0
900,80,6900,130,79.0
900,80,6900,140,79.0
900,80,6900,150,79.0
900,80,6900,160,79.0
900,80,6900,170,79.0
900,80,6900,180,79.0
900,80,7000,0,87.93
900,80,7000,10,88.7
900,80,7000,20,89.12
900,80,7000,30,89.25
900,80,7000,40,89.1
900,80,7000,50,88.66
900,80,7000,60,87.76
900,80,7000,70,86.2
900,80,7000,80,83.99
900,80,7000,90,81.13
900,80,7000,100,79.0
900,80,7000,110,79.0
900,80,7000,120,79.0
900,80,7000,130,79.0
900,80,7000,140,79.0
900,80,7000,150,79.0
900,80,7000,160,79.0
900,80,7000,170,79.0
900,80,7000,180,79.0
900,80,7100,0,87.94
900,80,7100,10,88.57
900,80,7100,20,88.85
900,80,7100,30,88.84
900,80,7100,40,88.55
900,80,7100,50,87.8
900,80,7100,60,86.24
900,80,7100,70,83.87
900,80,7100,80,80.68
900,80,7100,90,79.0
900,80,7100,100,79.0
900,80,7100,110,79.0
900,80,7100,120,79.0
900,80,7100,130,79.0
900,80,7100,140,79.0
900,80,7100,150,79.0
900,80,7100,160,79.0
900,80,7100,170,79.0
900,80,7100,180,79.0
900,80,7200,0,87.89
900,80,7200,10,88.37
900,80,7200,20,88.5
900,80,7200,30,88.35
900,80,7200,40,87.71
900,80,7200,50,85.98
900,80,7200,60,83.12
900,80,7200,70,79.13
900,80,7200,80,79.0
900,80,7200,90,79.0
900,80,7200,100,79.0
900,80,7200,110,79.0
900,80,7200,120,79.0
900,80,7200,130,79.0
900,80,7200,140,79.0
900,80,7200,150,79.0
900,80,7200,160,79.0
900,80,7200,170,79.0
900,80,7200,180,79.0
900,80,7300,0,87.76
900,80,7300,10,88.09
900,80,7300,20,88.06
900,80,7300,30,87.43
900,80,7300,40,84.99
900,80,7300,50,80.64
900,80,7300,60,79.0
900,80,7300,70,79.0
900,80,7300,80,79.0
900,80,7300,90,79.0
900,80,7300,100,79.0
900,80,7300,110,79.0
900,80,7300,120,79.0
900,80,7300,130,79.0
900,80,7300,140,79.0
900,80,7300,150,79.0
900,80,7300,160,79.0
900,80,7300,170,79.0
900,80,7300,180,79.0
900,80,7400,0,87.55
900,80,7400,10,87.7
900,80,7400,20,86.41
900,80,7400,30,80.06
900,80,7400,40,79.0
900,80,7400,50,79.0
900,80,7400,60,79.0
900,80,7400,70,79.0
900,80,7400,80,79.0
900,80,7400,90,79.0
900,80,7400,100,79.0
900,80,7400,110,79.0
900,80,7400,120,79.0
900,80,7400,130,79.0
900,80,7400,140,79.0
900,80,7400,150,79.0
900,80,7400,160,79.0
900,80,7400,170,79.0
900,80,7400,180,79.0
900,80,7500,0,87.23
900,80,7500,10,79.0
900,80,7500,20,79.0
900,80,7500,30,79.0
900,80,7500,40,79.0
900,80,7500,50,79.0
900,80,7500,60,79.0
900,80,7500,70,79.0
900,80,7500,80,79.0
900,80,7500,90,79.0
900,80,7500,100,79.0
900,80,7500,110,79.0
900,80,7500,120,79.0
900,80,7500,130,79.0
900,80,7500,140,79.0
900,80,7500,150,79.0
900,80,7500,160,79.0
900,80,7500,170,79.0
900,80,7500,180,79.0
900,120,0,0,86.53
900,120,0,10,79.0
900,120,0,20,79.0
900,120,0,30,79.0
900,120,0,40,79.0
900,120,0,50,79.0
900,120,0,60,79.0
900,120,0,70,79.0
900,120,0,80,79.0
900,120,0,90,79.0
900,120,0,100,79.0
900,120,0,110,79.0
900,120,0,120,79.0
900,120,0,130,79.0
900,120,0,140,79.0
900,120,0,150,79.0
900,120,0,160,79.0
900,120,0,170,79.0
900,120,0,180,79.0
900,120,100,0,86.86
900,120,100,10,87.0
900,120,100,20,85.35
900,120,100,30,79.0
900,120,100,40,79.0
900,120,100,50,79.0
900,120,100,60,79.0
900,120,100,70,79.0
900,120,100,80,79.0
900,120,100,90,79.0
900,120,100,100,79.0
900,120,100,110,79.0
900,120,100,120,79.0
900,120,100,130,79.0
900,120,100,140,79.0
900,120,100,150,79.0
900,120,100,160,79.0
900,120,100,170,79.0
900,120,100,180,79.0
900,120,200,0,87.09
900,120,200,10,87.4
900,120,200,20,87.35
900,120,200,30,86.53
900,120,200,40,83.69
900,120,200,50,79.0
900,120,200,60,79.0
900,120,200,70,79.0
900,120,200,80,79.0
900,120,200,90,79.0
900,120,200,100,79.0
900,120,200,110,79.0
900,120,200,120,79.0
900,120,200,130,79.0
900,120,200,140,79.0
900,120,200,150,79.0
900,120,200,160,79.0
900,120,200,170,79.0
900,120,200,180,79.0
900,120,300,0,87.24
900,120,300,10,87.7
900,120,300,20,87.8
900,120,300,30,87.62
900,120,300,40,86.82
900,120,300,50,84.82
900,120,300,60,81.61
900,120,300,70,79.0
900,120,300,80,79.0
900,120,300,90,79.0
900,120,300,100,79.0
900,120,300,110,79.0
900,120,300,120,79.0
900,120,300,130,79.0
900,120,300,140,79.0
900,120,300,150,79.0
900,120,300,160,79.0
900,120,300,170,79.0
900,120,300,180,79.0
900,120,400,0,87.32
900,120,400,10,87.92
900,120,400,20,88.16
900,120,400,30,88.12
900,120,400,40,87.8
900,120,400,50,86.89
900,120,400,60,85.11
900,120,400,70,82.48
900,120,400,80,79.0
900,120,400,90,79.0
900,120,400,100,79.0
900,120,400,110,79.0
900,120,400,120,79.0
900,120,400,130,79.0
900,120,400,140,79.0
900,120,400,150,79.0
900,120,400,160,79.0
900,120,400,170,79.0
900,120,400,180,79.0
900,120,500,0,87.34
900,120,500,10,88.08
900,120,500,20,88.45
900,120,500,30,88.55
900,120,500,40,88.35
900,120,500,50,87.87
900,120,500,60,86.81
900,120,500,70,85.07
900,120,500,80,82.63
900,120,500,90,79.51
900,120,500,100,79.0
900,120,500,110,79.0
900,120,500,120,79.0
900,120,500,130,79.0
900,120,500,140,79.0
900,120,500,150,79.0
900,120,500,160,79.0
900,120,500,170,79.0
900,120,500,180,79.0
900,120,600,0,87.31
900,120,600,10,88.17
900,120,600,20,88.68
900,120,600,30,88.9
900,120,600,40,88.83
900,120,600,50,88.48
900,120,600,60,87.81
900,120,600,70,86.6
900,120,600,80,84.8
900,120,600,90,82.42
900,120,600,100,79.45
900,120,600,110,79.0
900,120,600,120,79.0
900,120,600,130,79.0
900,120,600,140,79.0
900,120,600,150,79.0
900,120,600,160,79.0
900,120,600,170,79.0
900,120,600,180,79.0
900,120,700,0,87.23
900,120,700,10,88.21
900,120,700,20,88.84
900,120,700,30,89.18
900,120,700,40,89.24
900,120,700,50,89.01
900,120,700,60,88.5
900,120,700,70,87.64
900,120,700,80,86.26
900,120,700,90,84.37
900,120,700,100,81.95
900,120,700,110,79.02
900,120,700,120,79.0
900,120,700,130,79.0
900,120,700,140,79.0
900,120,700,150,79.0
900,120,700,160,79.0
900,120,700,170,79.0
900,120,700,180,79.0
900,120,800,0,87.11
900,120,800,10,88.2
900,120,800,20,88.95
900,120,800,30,89.41
900,120,800,40,89.58
900,120,800,50,89.48
900,120,800,60,89.08
900,120,800,70,88.4
900,120,800,80,87.33
900,120,800,90,85.79
900,120,800,100,83.77
900,120,800,110,81.28
900,120,800,120,79.0
900,120,800,130,79.0
900,120,800,140,79.0
900,120,800,150,79.0
900,120,800,160,79.0
900,120,800,170,79.0
900,120,800,180,79.0
900,120,900,0,86.94
900,120,900,10,88.14
900,120,900,20,89.01
900,120,900,30,89.58
900,120,900,40,89.87
900,120,900,50,89.88
900,120,900,60,89.6
900,120,900,70,89.03
900,120,900,80,88.17
900,120,900,90,86.89
900,120,900,100,85.18
900,120,900,110,83.02
900,120,900,120,80.41
900,120,900,130,79.0
900,120,900,140,79.0
900,120,900,150,79.0
900,120,900,160,79.0
900,120,900,170,79.0
900,120,900,180,79.0
900,120,1000,0,86.73
900,120,1000,10,88.04
900,120,1000,20,89.02
900,120,1000,30,89.71
900,120,1000,40,90.11
900,120,1000,50,90.22
900,120,1000,60,90.05
900,120,1000,70,89.59
900,120,1000,80,88.85
900,120,1000,90,87.79
900,120,1000,100,86.32
900,120,1000,110,84.42
900,120,1000,120,82.11
900,120,1000,130,79.37
900,120,1000,140,79.0
900,120,1000,150,79.0
900,120,1000,160,79.0
900,120,1000,170,79.0
900,120,1000,180,79.0
900,120,1100,0,86.5
900,120,1100,10,87.91
900,120,1100,20,89.0
900,120,1100,30,89.79
900,120,1100,40,90.29
900,120,1100,50,90.51
900,120,1100,60,90.45
900,120,1100,70,90.1
900,120,1100,80,89.46
900,120,1100,90,88.54
900,120,1100,100,87.27
900,120,1100,110,85.59
900,120,1100,120,83.51
900,120,1100,130,81.04
900,120,1100,140,79.0
900,120,1100,150,79.0
900,120,1100,160,79.0
900,120,1100,170,79.0
900,120,1100,180,79.0
900,120,1200,0,86.23
900,120,1200,10,87.74
900,120,1200,20,88.93
900,120,1200,30,89.83
900,120,1200,40,90.43
900,120,1200,50,90.75
900,120,1200,60,90.79
900,120,1200,70,90.54
900,120,1200,80,90.01
900,120,1200,90,89.19
900,120,1200,100,88.08
900,120,1200,110,86.59
900,120,1200,120,84.71
900,120,1200,130,82.45
900,120,1200,140,79.8
900,120,1200,150,79.0
900,120,1200,160,79.0
900,120,1200,170,79.0
900,120,1200,180,79.0
900,120,1300,0,85.94
900,120,1300,10,87.55
900,120,1300,20,88.84
900,120,1300,30,89.83
900,120,1300,40,90.53
900,120,1300,50,90.95
900,120,1300,60,91.09
900,120,1300,70,90.94
900,120,1300,80,90.5
900,120,1300,90,89.78
900,120,1300,100,88.78
900,120,1300,110,87.45
900,120,1300,120,85.75
900,120,1300,130,83.67
900,120,1300,140,81.22
900,120,1300,150,79.0
900,120,1300,160,79.0
900,120,1300,170,79.0
900,120,1300,180,79.0
900,120,1400,0,85.62
900,120,1400,10,87.32
900,120,1400,20,88.71
900,120,1400,30,89.8
900,120,1400,40,90.6
900,120,1400,50,91.11
900,120,1400,60,91.34
900,120,1400,70,91.29
900,120,1400,80,90.95
900,120,1400,90,90.32
900,120,1400,100,89.41
900,120,1400,110,88.21
900,120,1400,120,86.66
900,120,1400,130,84.75
900,120,1400,140,82.47
900,120,1400,150,79.82
900,120,1400,160,79.0
900,120,1400,170,79.0
900,120,1400,180,79.0
900,120,1500,0,85.29
900,120,1500,10,87.08
900,120,1500,20,88.56
900,120,1500,30,89.74
900,120,1500,40,90.63
900,120,1500,50,91.23
900,120,1500,60,91.55
900,120,1500,70,91.59
900,120,1500,80,91.34
900,120,1500,90,90.81
900,120,1500,100,89.99
900,120,1500,110,88.88
900,120,1500,120,87.47
900,120,1500,130,85.7
900,120,1500,140,83.58
900,120,1500,150,81.09
900,120,1500,160,79.0
900,120,1500,170,79.0
900,120,1500,180,79.0
900,120,1600,0,84.94
900,120,1600,10,86.81
900,120,1600,20,88.38
900,120,1600,30,89.65
900,120,1600,40,90.63
900,120,1600,50,91.32
900,120,1600,60,91.73
900,120,1600,70,91.85
900,120,1600,80,91.69
900,120,1600,90,91.24
900,120,1600,100,90.51
900,120,1600,110,89.5
900,120,1600,120,88.19
900,120,1600,130,86.55
900,120,1600,140,84.56
900,120,1600,150,82.22
900,120,1600,160,79.53
900,120,1600,170,79.0
900,120,1600,180,79.0
900,120,1700,0,84.58
900,120,1700,10,86.54
900,120,1700,20,88.19
900,120,1700,30,89.54
900,120,1700,40,90.6
900,120,1700,50,91.38
900,120,1700,60,91.87
900,120,1700,70,92.08
900,120,1700,80,92.0
900,120,1700,90,91.64
900,120,1700,100,90.99
900,120,1700,110,90.06
900,120,1700,120,88.84
900,120,1700,130,87.32
900,120,1700,140,85.45
900,120,1700,150,83.24
900,120,1700,160,80.68
900,120,1700,170,79.0
900,120,1700,180,79.0
900,120,1800,0,84.21
900,120,1800,10,86.25
900,120,1800,20,87.98
900,120,1800,30,89.41
900,120,1800,40,90.55
900,120,1800,50,91.41
900,120,1800,60,91.98
900,120,1800,70,92.27
900,120,1800,80,92.27
900,120,1800,90,91.99
900,120,1800,100,91.42
900,120,1800,110,90.57
900,120,1800,120,89.43
900,120,1800,130,88.01
900,120,1800,140,86.25
900,120,1800,150,84.16
900,120,1800,160,81.72
900,120,1800,170,79.0
900,120,1800,180,79.0
900,120,1900,0,83.83
900,120,1900,10,85.95
900,120,1900,20,87.76
900,120,1900,30,89.27
900,120,1900,40,90.48
900,120,1900,50,91.42
900,120,1900,60,92.07
900,120,1900,70,92.43
900,120,1900,80,92.51
900,120,1900,90,92.3
900,120,1900,100,91.81
900,120,1900,110,91.03
900,120,1900,120,89.97
900,120,1900,130,88.63
900,120,1900,140,86.98
900,120,1900,150,84.99
900,120,1900,160,82.66
900,120,1900,170,80.0
900,120,1900,180,79.0
900,120,2000,0,83.46
