current,temperature,rpm,torque,efficiency
990,20,0,40,79.0
990,20,0,50,79.0
990,20,0,60,79.0
990,20,0,70,79.0
990,20,0,80,79.0
990,20,0,90,79.0
990,20,0,100,79.0
990,20,0,110,79.0
990,20,0,120,79.0
990,20,0,130,79.0
990,20,0,140,79.0
990,20,0,150,79.0
990,20,0,160,79.0
990,20,0,170,79.0
990,20,0,180,79.0
990,20,100,0,87.17
990,20,100,10,87.34
990,20,100,20,86.47
990,20,100,30,81.33
990,20,100,40,79.0
990,20,100,50,79.0
990,20,100,60,79.0
990,20,100,70,79.0
990,20,100,80,79.0
990,20,100,90,79.0
990,20,100,100,79.0
990,20,100,110,79.0
990,20,100,120,79.0
990,20,100,130,79.0
990,20,100,140,79.0
990,20,100,150,79.0
990,20,100,160,79.0
990,20,100,170,79.0
990,20,100,180,79.0
990,20,200,0,87.37
990,20,200,10,87.73
990,20,200,20,87.73
990,20,200,30,87.3
990,20,200,40,85.38
990,20,200,50,81.75
990,20,200,60,79.0
990,20,200,70,79.0
990,20,200,80,79.0
990,20,200,90,79.0
990,20,200,100,79.0
990,20,200,110,79.0
990,20,200,120,79.0
990,20,200,130,79.0
990,20,200,140,79.0
990,20,200,150,79.0
990,20,200,160,79.0
990,20,200,170,79.0
990,20,200,180,79.0
990,20,300,0,87.48
990,20,300,10,88.01
990,20,300,20,88.18
990,20,300,30,88.06
990,20,300,40,87.59
990,20,300,50,86.21
990,20,300,60,83.81
990,20,300,70,80.39
990,20,300,80,79.0
990,20,300,90,79.0
990,20,300,100,79.0
990,20,300,110,79.0
990,20,300,120,79.0
990,20,300,130,79.0
990,20,300,140,79.0
990,20,300,150,79.0
990,20,300,160,79.0
990,20,300,170,79.0
990,20,300,180,79.0
990,20,400,0,87.51
990,20,400,10,88.19
990,20,400,20,88.52
990,20,400,30,88.56
990,20,400,40,88.32
990,20,400,50,87.74
990,20,400,60,86.46
990,20,400,70,84.44
990,20,400,80,81.67
990,20,400,90,79.0
990,20,400,100,79.0
990,20,400,110,79.0
990,20,400,120,79.0
990,20,400,130,79.0
990,20,400,140,79.0
990,20,400,150,79.0
990,20,400,160,79.0
990,20,400,170,79.0
990,20,400,180,79.0
990,20,500,0,87.46
990,20,500,10,88.3
990,20,500,20,88.77
990,20,500,30,88.97
990,20,500,40,88.88
990,20,500,50,88.5
990,20,500,60,87.78
990,20,500,70,86.47
990,20,500,80,84.56
990,20,500,90,82.04
990,20,500,100,79.0
990,20,500,110,79.0
990,20,500,120,79.0
990,20,500,130,79.0
990,20,500,140,79.0
990,20,500,150,79.0
990,20,500,160,79.0
990,20,500,170,79.0
990,20,500,180,79.0
990,20,600,0,87.35
990,20,600,10,88.32
990,20,600,20,88.95
990,20,600,30,89.29
990,20,600,40,89.34
990,20,600,50,89.1
990,20,600,60,88.59
990,20,600,70,87.71
990,20,600,80,86.32
990,20,600,90,84.4
990,20,600,100,81.97
990,20,600,110,79.01
990,20,600,120,79.0
990,20,600,130,79.0
990,20,600,140,79.0
990,20,600,150,79.0
990,20,600,160,79.0
990,20,600,170,79.0
990,20,600,180,79.0
990,20,700,0,87.18
990,20,700,10,88.29
990,20,700,20,89.05
990,20,700,30,89.53
990,20,700,40,89.72
990,20,700,50,89.62
990,20,700,60,89.24
990,20,700,70,88.58
990,20,700,80,87.54
990,20,700,90,86.03
990,20,700,100,84.05
990,20,700,110,81.61
990,20,700,120,79.0
990,20,700,130,79.0
990,20,700,140,79.0
990,20,700,150,79.0
990,20,700,160,79.0
990,20,700,170,79.0
990,20,700,180,79.0
990,20,800,0,86.95
990,20,800,10,88.19
990,20,800,20,89.09
990,20,800,30,89.7
990,20,800,40,90.02
990,20,800,50,90.06
990,20,800,60,89.81
990,20,800,70,89.28
990,20,800,80,88.46
990,20,800,90,87.25
990,20,800,100,85.61
990,20,800,110,83.54
990,20,800,120,81.03
990,20,800,130,79.0
990,20,800,140,79.0
990,20,800,150,79.0
990,20,800,160,79.0
990,20,800,170,79.0
990,20,800,180,79.0
990,20,900,0,86.68
990,20,900,10,88.04
990,20,900,20,89.07
990,20,900,30,89.81
990,20,900,40,90.26
990,20,900,50,90.42
990,20,900,60,90.3
990,20,900,70,89.9
990,20,900,80,89.21
990,20,900,90,88.22
990,20,900,100,86.85
990,20,900,110,85.06
990,20,900,120,82.87
990,20,900,130,80.26
990,20,900,140,79.0
990,20,900,150,79.0
990,20,900,160,79.0
990,20,900,170,79.0
990,20,900,180,79.0
990,20,1000,0,86.36
990,20,1000,10,87.84
990,20,1000,20,89.0
990,20,1000,30,89.86
990,20,1000,40,90.43
990,20,1000,50,90.72
990,20,1000,60,90.72
990,20,1000,70,90.44
990,20,1000,80,89.87
990,20,1000,90,89.02
990,20,1000,100,87.86
990,20,1000,110,86.32
990,20,1000,120,84.38
990,20,1000,130,82.05
990,20,1000,140,79.33
990,20,1000,150,79.0
990,20,1000,160,79.0
990,20,1000,170,79.0
990,20,1000,180,79.0
990,20,1100,0,86.0
990,20,1100,10,87.6
990,20,1100,20,88.88
990,20,1100,30,89.86
990,20,1100,40,90.55
990,20,1100,50,90.96
990,20,1100,60,91.08
990,20,1100,70,90.92
990,20,1100,80,90.47
990,20,1100,90,89.74
990,20,1100,100,88.72
990,20,1100,110,87.37
990,20,1100,120,85.65
990,20,1100,130,83.55
990,20,1100,140,81.07
990,20,1100,150,79.0
990,20,1100,160,79.0
990,20,1100,170,79.0
990,20,1100,180,79.0
990,20,1200,0,85.61
990,20,1200,10,87.32
990,20,1200,20,88.72
990,20,1200,30,89.81
990,20,1200,40,90.62
990,20,1200,50,91.14
990,20,1200,60,91.38
990,20,1200,70,91.33
990,20,1200,80,90.99
990,20,1200,90,90.38
990,20,1200,100,89.48
990,20,1200,110,88.28
990,20,1200,120,86.75
990,20,1200,130,84.85
990,20,1200,140,82.58
990,20,1200,150,79.95
990,20,1200,160,79.0
990,20,1200,170,79.0
990,20,1200,180,79.0
990,20,1300,0,85.19
990,20,1300,10,87.01
990,20,1300,20,88.52
990,20,1300,30,89.72
990,20,1300,40,90.64
990,20,1300,50,91.27
990,20,1300,60,91.62
990,20,1300,70,91.68
990,20,1300,80,91.46
990,20,1300,90,90.95
990,20,1300,100,90.16
990,20,1300,110,89.08
990,20,1300,120,87.71
990,20,1300,130,85.98
990,20,1300,140,83.89
990,20,1300,150,81.45
990,20,1300,160,79.0
990,20,1300,170,79.0
990,20,1300,180,79.0
990,20,1400,0,84.74
990,20,1400,10,86.66
990,20,1400,20,88.28
990,20,1400,30,89.59
990,20,1400,40,90.62
990,20,1400,50,91.35
990,20,1400,60,91.81
990,20,1400,70,91.98
990,20,1400,80,91.86
990,20,1400,90,91.46
990,20,1400,100,90.78
990,20,1400,110,89.81
990,20,1400,120,88.55
990,20,1400,130,86.98
990,20,1400,140,85.06
990,20,1400,150,82.79
990,20,1400,160,80.17
990,20,1400,170,79.0
990,20,1400,180,79.0
990,20,1500,0,84.27
990,20,1500,10,86.3
990,20,1500,20,88.02
990,20,1500,30,89.43
990,20,1500,40,90.56
990,20,1500,50,91.4
990,20,1500,60,91.96
990,20,1500,70,92.23
990,20,1500,80,92.22
990,20,1500,90,91.92
990,20,1500,100,91.33
990,20,1500,110,90.47
990,20,1500,120,89.31
990,20,1500,130,87.87
990,20,1500,140,86.1
990,20,1500,150,83.98
990,20,1500,160,81.52
990,20,1500,170,79.0
990,20,1500,180,79.0
990,20,1600,0,83.79
990,20,1600,10,85.91
990,20,1600,20,87.73
990,20,1600,30,89.24
990,20,1600,40,90.47
990,20,1600,50,91.41
990,20,1600,60,92.06
990,20,1600,70,92.43
990,20,1600,80,92.52
990,20,1600,90,92.32
990,20,1600,100,91.83
990,20,1600,110,91.07
990,20,1600,120,90.01
990,20,1600,130,88.67
990,20,1600,140,87.03
990,20,1600,150,85.05
990,20,1600,160,82.73
990,20,1600,170,80.08
990,20,1600,180,79.0
990,20,1700,0,83.29
990,20,1700,10,85.51
990,20,1700,20,87.42
990,20,1700,30,89.03
990,20,1700,40,90.35
990,20,1700,50,91.38
990,20,1700,60,92.13
990,20,1700,70,92.6
990,20,1700,80,92.78
990,20,1700,90,92.67
990,20,1700,100,92.28
990,20,1700,110,91.61
990,20,1700,120,90.65
990,20,1700,130,89.4
990,20,1700,140,87.87
990,20,1700,150,86.02
990,20,1700,160,83.83
990,20,1700,170,81.31
990,20,1700,180,79.0
990,20,1800,0,82.79
990,20,1800,10,85.09
990,20,1800,20,87.1
990,20,1800,30,88.8
990,20,1800,40,90.21
990,20,1800,50,91.33
990,20,1800,60,92.17
990,20,1800,70,92.72
990,20,1800,80,92.99
990,20,1800,90,92.98
990,20,1800,100,92.68
990,20,1800,110,92.09
990,20,1800,120,91.22
990,20,1800,130,90.07
990,20,1800,140,88.63
990,20,1800,150,86.89
990,20,1800,160,84.83
990,20,1800,170,82.43
990,20,1800,180,79.71
990,20,1900,0,82.28
990,20,1900,10,84.67
990,20,1900,20,86.76
990,20,1900,30,88.55
990,20,1900,40,90.04
990,20,1900,50,91.25
990,20,1900,60,92.18
990,20,1900,70,92.82
990,20,1900,80,93.17
990,20,1900,90,93.25
990,20,1900,100,93.03
990,20,1900,110,92.53
990,20,1900,120,91.75
990,20,1900,130,90.68
990,20,1900,140,89.33
990,20,1900,150,87.69
990,20,1900,160,85.73
990,20,1900,170,83.45
990,20,1900,180,80.84
990,20,2000,0,81.78
990,20,2000,10,84.25
990,20,2000,20,86.42
990,20,2000,30,88.29
990,20,2000,40,89.86
990,20,2000,50,91.16
990,20,2000,60,92.16
990,20,2000,70,92.89
990,20,2000,80,93.32
990,20,2000,90,93.48
990,20,2000,100,93.34
990,20,2000,110,92.93
990,20,2000,120,92.22
990,20,2000,130,91.24
990,20,2000,140,89.96
990,20,2000,150,88.41
990,20,2000,160,86.56
990,20,2000,170,84.38
990,20,2000,180,81.88
990,20,2100,0,81.28
990,20,2100,10,83.82
990,20,2100,20,86.07
990,20,2100,30,88.02
990,20,2100,40,89.67
990,20,2100,50,91.04
990,20,2100,60,92.13
990,20,2100,70,92.93
990,20,2100,80,93.44
990,20,2100,90,93.67
990,20,2100,100,93.62
990,20,2100,110,93.28
990,20,2100,120,92.65
990,20,2100,130,91.74
990,20,2100,140,90.55
990,20,2100,150,89.07
990,20,2100,160,87.3
990,20,2100,170,85.23
990,20,2100,180,82.83
990,20,2200,0,80.79
990,20,2200,10,83.4
990,20,2200,20,85.72
990,20,2200,30,87.74
990,20,2200,40,89.47
990,20,2200,50,90.92
990,20,2200,60,92.07
990,20,2200,70,92.95
990,20,2200,80,93.53
990,20,2200,90,93.84
990,20,2200,100,93.86
990,20,2200,110,93.59
990,20,2200,120,93.04
990,20,2200,130,92.2
990,20,2200,140,91.08
990,20,2200,150,89.67
990,20,2200,160,87.98
990,20,2200,170,86.0
990,20,2200,180,83.69
990,20,2300,0,80.31
990,20,2300,10,82.99
990,20,2300,20,85.38
990,20,2300,30,87.47
990,20,2300,40,89.27
990,20,2300,50,90.78
990,20,2300,60,92.01
990,20,2300,70,92.95
990,20,2300,80,93.61
990,20,2300,90,93.98
990,20,2300,100,94.06
990,20,2300,110,93.87
990,20,2300,120,93.38
990,20,2300,130,92.62
990,20,2300,140,91.56
990,20,2300,150,90.23
990,20,2300,160,88.61
990,20,2300,170,86.7
990,20,2300,180,84.47
990,20,2400,0,79.84
990,20,2400,10,82.59
990,20,2400,20,85.04
990,20,2400,30,87.2
990,20,2400,40,89.06
990,20,2400,50,90.64
990,20,2400,60,91.93
990,20,2400,70,92.94
990,20,2400,80,93.66
990,20,2400,90,94.09
990,20,2400,100,94.25
990,20,2400,110,94.11
990,20,2400,120,93.69
990,20,2400,130,92.99
990,20,2400,140,92.0
990,20,2400,150,90.73
990,20,2400,160,89.17
990,20,2400,170,87.33
990,20,2400,180,85.19
990,20,2500,0,79.4
990,20,2500,10,82.2
990,20,2500,20,84.72
990,20,2500,30,86.93
990,20,2500,40,88.86
990,20,2500,50,90.49
990,20,2500,60,91.84
990,20,2500,70,92.91
990,20,2500,80,93.69
990,20,2500,90,94.19
990,20,2500,100,94.4
990,20,2500,110,94.33
990,20,2500,120,93.97
990,20,2500,130,93.33
990,20,2500,140,92.4
990,20,2500,150,91.19
990,20,2500,160,89.69
990,20,2500,170,87.91
990,20,2500,180,85.83
990,20,2600,0,79.0
990,20,2600,10,81.84
990,20,2600,20,84.41
990,20,2600,30,86.68
990,20,2600,40,88.66
990,20,2600,50,90.35
990,20,2600,60,91.76
990,20,2600,70,92.88
990,20,2600,80,93.72
990,20,2600,90,94.27
990,20,2600,100,94.54
990,20,2600,110,94.52
990,20,2600,120,94.22
990,20,2600,130,93.63
990,20,2600,140,92.76
990,20,2600,150,91.6
990,20,2600,160,90.16
990,20,2600,170,88.43
990,20,2600,180,86.42
990,20,2700,0,79.0
990,20,2700,10,81.49
990,20,2700,20,84.11
990,20,2700,30,86.44
990,20,2700,40,88.47
990,20,2700,50,90.21
990,20,2700,60,91.67
990,20,2700,70,92.84
990,20,2700,80,93.73
990,20,2700,90,94.33
990,20,2700,100,94.65
990,20,2700,110,94.68
990,20,2700,120,94.43
990,20,2700,130,93.9
990,20,2700,140,93.08
990,20,2700,150,91.97
990,20,2700,160,90.58
990,20,2700,170,88.9
990,20,2700,180,86.94
990,20,2800,0,79.0
990,20,2800,10,81.17
990,20,2800,20,83.83
990,20,2800,30,86.21
990,20,2800,40,88.28
990,20,2800,50,90.07
990,20,2800,60,91.58
990,20,2800,70,92.8
990,20,2800,80,93.73
990,20,2800,90,94.38
990,20,2800,100,94.75
990,20,2800,110,94.83
990,20,2800,120,94.62
990,20,2800,130,94.13
990,20,2800,140,93.36
990,20,2800,150,92.3
990,20,2800,160,90.96
990,20,2800,170,89.33
990,20,2800,180,87.41
990,20,2900,0,79.0
990,20,2900,10,80.87
990,20,2900,20,83.58
990,20,2900,30,85.99
990,20,2900,40,88.11
990,20,2900,50,89.95
990,20,2900,60,91.49
990,20,2900,70,92.75
990,20,2900,80,93.73
990,20,2900,90,94.42
990,20,2900,100,94.83
990,20,2900,110,94.95
990,20,2900,120,94.79
990,20,2900,130,94.34
990,20,2900,140,93.61
990,20,2900,150,92.59
990,20,2900,160,91.29
990,20,2900,170,89.7
990,20,2900,180,87.83
990,20,3000,0,79.0
990,20,3000,10,80.61
990,20,3000,20,83.35
990,20,3000,30,85.8
990,20,3000,40,87.96
990,20,3000,50,89.83
990,20,3000,60,91.41
990,20,3000,70,92.71
990,20,3000,80,93.73
990,20,3000,90,94.46
990,20,3000,100,94.9
990,20,3000,110,95.06
990,20,3000,120,94.94
990,20,3000,130,94.53
990,20,3000,140,93.83
990,20,3000,150,92.85
990,20,3000,160,91.59
990,20,3000,170,90.04
990,20,3000,180,88.2
990,20,3100,0,79.0
990,20,3100,10,80.37
990,20,3100,20,83.15
990,20,3100,30,85.63
990,20,3100,40,87.82
990,20,3100,50,89.72
990,20,3100,60,91.34
990,20,3100,70,92.67
990,20,3100,80,93.72
990,20,3100,90,94.48
990,20,3100,100,94.96
990,20,3100,110,95.15
990,20,3100,120,95.06
990,20,3100,130,94.68
990,20,3100,140,94.02
990,20,3100,150,93.08
990,20,3100,160,91.84
990,20,3100,170,90.33
990,20,3100,180,88.53
990,20,3200,0,79.0
990,20,3200,10,80.17
990,20,3200,20,82.97
990,20,3200,30,85.48
990,20,3200,40,87.7
990,20,3200,50,89.63
990,20,3200,60,91.28
990,20,3200,70,92.64
990,20,3200,80,93.71
990,20,3200,90,94.5
990,20,3200,100,95.01
990,20,3200,110,95.23
990,20,3200,120,95.17
990,20,3200,130,94.82
990,20,3200,140,94.19
990,20,3200,150,93.27
990,20,3200,160,92.06
990,20,3200,170,90.57
990,20,3200,180,88.8
990,20,3300,0,79.0
990,20,3300,10,80.0
990,20,3300,20,82.83
990,20,3300,30,85.36
990,20,3300,40,87.6
990,20,3300,50,89.56
990,20,3300,60,91.23
990,20,3300,70,92.61
990,20,3300,80,93.71
990,20,3300,90,94.52
990,20,3300,100,95.05
990,20,3300,110,95.3
990,20,3300,120,95.26
990,20,3300,130,94.93
990,20,3300,140,94.32
990,20,3300,150,93.43
990,20,3300,160,92.25
990,20,3300,170,90.78
990,20,3300,180,89.03
990,20,3400,0,79.0
990,20,3400,10,79.86
990,20,3400,20,82.71
990,20,3400,30,85.27
990,20,3400,40,87.53
990,20,3400,50,89.5
990,20,3400,60,91.19
990,20,3400,70,92.59
990,20,3400,80,93.71
990,20,3400,90,94.54
990,20,3400,100,95.09
990,20,3400,110,95.35
990,20,3400,120,95.33
990,20,3400,130,95.02
990,20,3400,140,94.43
990,20,3400,150,93.56
990,20,3400,160,92.4
990,20,3400,170,90.95
990,20,3400,180,89.22
990,20,3500,0,79.0
990,20,3500,10,79.77
990,20,3500,20,82.63
990,20,3500,30,85.2
990,20,3500,40,87.47
990,20,3500,50,89.46
990,20,3500,60,91.16
990,20,3500,70,92.58
990,20,3500,80,93.71
990,20,3500,90,94.56
990,20,3500,100,95.12
990,20,3500,110,95.4
990,20,3500,120,95.39
990,20,3500,130,95.1
990,20,3500,140,94.52
990,20,3500,150,93.66
990,20,3500,160,92.51
990,20,3500,170,91.08
990,20,3500,180,89.36
990,20,3600,0,79.0
990,20,3600,10,79.71
990,20,3600,20,82.58
990,20,3600,30,85.16
990,20,3600,40,87.44
990,20,3600,50,89.44
990,20,3600,60,91.15
990,20,3600,70,92.58
990,20,3600,80,93.72
990,20,3600,90,94.57
990,20,3600,100,95.15
990,20,3600,110,95.43
990,20,3600,120,95.43
990,20,3600,130,95.15
990,20,3600,140,94.58
990,20,3600,150,93.73
990,20,3600,160,92.59
990,20,3600,170,91.17
990,20,3600,180,89.46
990,20,3700,0,79.0
990,20,3700,10,79.68
990,20,3700,20,82.56
990,20,3700,30,85.14
990,20,3700,40,87.43
990,20,3700,50,89.44
990,20,3700,60,91.15
990,20,3700,70,92.58
990,20,3700,80,93.73
990,20,3700,90,94.59
990,20,3700,100,95.17
990,20,3700,110,95.46
990,20,3700,120,95.47
990,20,3700,130,95.19
990,20,3700,140,94.62
990,20,3700,150,93.78
990,20,3700,160,92.64
990,20,3700,170,91.23
990,20,3700,180,89.52
990,20,3800,0,79.0
990,20,3800,10,79.7
990,20,3800,20,82.58
990,20,3800,30,85.16
990,20,3800,40,87.45
990,20,3800,50,89.45
990,20,3800,60,91.17
990,20,3800,70,92.6
990,20,3800,80,93.75
990,20,3800,90,94.61
990,20,3800,100,95.18
990,20,3800,110,95.48
990,20,3800,120,95.48
990,20,3800,130,95.2
990,20,3800,140,94.64
990,20,3800,150,93.79
990,20,3800,160,92.66
990,20,3800,170,91.24
990,20,3800,180,89.54
990,20,3900,0,79.0
990,20,3900,10,79.76
990,20,3900,20,82.63
990,20,3900,30,85.21
990,20,3900,40,87.49
990,20,3900,50,89.49
990,20,3900,60,91.2
990,20,3900,70,92.63
990,20,3900,80,93.77
990,20,3900,90,94.62
990,20,3900,100,95.2
990,20,3900,110,95.48
990,20,3900,120,95.49
990,20,3900,130,95.2
990,20,3900,140,94.63
990,20,3900,150,93.78
990,20,3900,160,92.64
990,20,3900,170,91.22
990,20,3900,180,89.52
990,20,4000,0,79.0
990,20,4000,10,79.85
990,20,4000,20,82.71
990,20,4000,30,85.28
990,20,4000,40,87.56
990,20,4000,50,89.54
990,20,4000,60,91.25
990,20,4000,70,92.66
990,20,4000,80,93.8
990,20,4000,90,94.64
990,20,4000,100,95.2
990,20,4000,110,95.48
990,20,4000,120,95.47
990,20,4000,130,95.18
990,20,4000,140,94.61
990,20,4000,150,93.74
990,20,4000,160,92.6
990,20,4000,170,91.16
990,20,4000,180,89.45
990,20,4100,0,79.0
990,20,4100,10,79.98
990,20,4100,20,82.83
990,20,4100,30,85.38
990,20,4100,40,87.65
990,20,4100,50,89.62
990,20,4100,60,91.31
990,20,4100,70,92.71
990,20,4100,80,93.83
990,20,4100,90,94.66
990,20,4100,100,95.21
990,20,4100,110,95.47
990,20,4100,120,95.45
990,20,4100,130,95.14
990,20,4100,140,94.55
990,20,4100,150,93.68
990,20,4100,160,92.52
990,20,4100,170,91.07
990,20,4100,180,89.34
990,20,4200,0,79.0
990,20,4200,10,80.15
990,20,4200,20,82.98
990,20,4200,30,85.51
990,20,4200,40,87.76
990,20,4200,50,89.71
990,20,4200,60,91.38
990,20,4200,70,92.76
990,20,4200,80,93.86
990,20,4200,90,94.68
990,20,4200,100,95.21
990,20,4200,110,95.45
990,20,4200,120,95.41
990,20,4200,130,95.09
990,20,4200,140,94.47
990,20,4200,150,93.58
990,20,4200,160,92.4
990,20,4200,170,90.93
990,20,4200,180,89.19
990,20,4300,0,79.0
990,20,4300,10,80.35
990,20,4300,20,83.16
990,20,4300,30,85.67
990,20,4300,40,87.89
990,20,4300,50,89.82
990,20,4300,60,91.47
990,20,4300,70,92.83
990,20,4300,80,93.9
990,20,4300,90,94.69
990,20,4300,100,95.2
990,20,4300,110,95.42
990,20,4300,120,95.35
990,20,4300,130,95.01
990,20,4300,140,94.37
990,20,4300,150,93.45
990,20,4300,160,92.25
990,20,4300,170,90.76
990,20,4300,180,88.99
990,20,4400,0,79.0
990,20,4400,10,80.59
990,20,4400,20,83.37
990,20,4400,30,85.85
990,20,4400,40,88.04
990,20,4400,50,89.94
990,20,4400,60,91.56
990,20,4400,70,92.89
990,20,4400,80,93.94
990,20,4400,90,94.7
990,20,4400,100,95.18
990,20,4400,110,95.37
990,20,4400,120,95.28
990,20,4400,130,94.9
990,20,4400,140,94.24
990,20,4400,150,93.3
990,20,4400,160,92.06
990,20,4400,170,90.55
990,20,4400,180,88.75
990,20,4500,0,79.0
990,20,4500,10,80.86
990,20,4500,20,83.61
990,20,4500,30,86.06
990,20,4500,40,88.21
990,20,4500,50,90.08
990,20,4500,60,91.67
990,20,4500,70,92.97
990,20,4500,80,93.98
990,20,4500,90,94.71
990,20,4500,100,95.16
990,20,4500,110,95.32
990,20,4500,120,95.19
990,20,4500,130,94.78
990,20,4500,140,94.09
990,20,4500,150,93.11
990,20,4500,160,91.84
990,20,4500,170,90.29
990,20,4500,180,88.46
990,20,4600,0,79.0
990,20,4600,10,81.16
990,20,4600,20,83.87
990,20,4600,30,86.28
990,20,4600,40,88.4
990,20,4600,50,90.23
990,20,4600,60,91.78
990,20,4600,70,93.04
990,20,4600,80,94.02
990,20,4600,90,94.71
990,20,4600,100,95.12
990,20,4600,110,95.24
990,20,4600,120,95.08
990,20,4600,130,94.63
990,20,4600,140,93.9
990,20,4600,150,92.88
990,20,4600,160,91.58
990,20,4600,170,89.99
990,20,4600,180,88.12
990,20,4700,0,79.0
990,20,4700,10,81.49
990,20,4700,20,84.16
990,20,4700,30,86.53
990,20,4700,40,88.61
990,20,4700,50,90.4
990,20,4700,60,91.9
990,20,4700,70,93.12
990,20,4700,80,94.06
990,20,4700,90,94.71
990,20,4700,100,95.07
990,20,4700,110,95.15
990,20,4700,120,94.95
990,20,4700,130,94.46
990,20,4700,140,93.68
990,20,4700,150,92.62
990,20,4700,160,91.28
990,20,4700,170,89.65
990,20,4700,180,87.74
990,20,4800,0,79.0
990,20,4800,10,81.85
990,20,4800,20,84.47
990,20,4800,30,86.79
990,20,4800,40,88.82
990,20,4800,50,90.57
990,20,4800,60,92.02
990,20,4800,70,93.2
990,20,4800,80,94.08
990,20,4800,90,94.69
990,20,4800,100,95.01
990,20,4800,110,95.04
990,20,4800,120,94.79
990,20,4800,130,94.25
990,20,4800,140,93.43
990,20,4800,150,92.33
990,20,4800,160,90.94
990,20,4800,170,89.26
990,20,4800,180,87.3
990,20,4900,0,79.36
990,20,4900,10,82.23
990,20,4900,20,84.8
990,20,4900,30,87.07
990,20,4900,40,89.05
990,20,4900,50,90.74
990,20,4900,60,92.15
990,20,4900,70,93.27
990,20,4900,80,94.11
990,20,4900,90,94.66
990,20,4900,100,94.93
990,20,4900,110,94.91
990,20,4900,120,94.61
990,20,4900,130,94.02
990,20,4900,140,93.15
990,20,4900,150,91.99
990,20,4900,160,90.55
990,20,4900,170,88.82
990,20,4900,180,86.81
990,20,5000,0,79.82
990,20,5000,10,82.63
990,20,5000,20,85.14
990,20,5000,30,87.36
990,20,5000,40,89.28
990,20,5000,50,90.92
990,20,5000,60,92.27
990,20,5000,70,93.34
990,20,5000,80,94.12
990,20,5000,90,94.61
990,20,5000,100,94.83
990,20,5000,110,94.75
990,20,5000,120,94.4
990,20,5000,130,93.75
990,20,5000,140,92.82
990,20,5000,150,91.61
990,20,5000,160,90.11
990,20,5000,170,88.33
990,20,5000,180,86.26
990,20,5100,0,80.3
990,20,5100,10,83.05
990,20,5100,20,85.5
990,20,5100,30,87.66
990,20,5100,40,89.52
990,20,5100,50,91.1
990,20,5100,60,92.39
990,20,5100,70,93.39
990,20,5100,80,94.12
990,20,5100,90,94.55
990,20,5100,100,94.7
990,20,5100,110,94.57
990,20,5100,120,94.15
990,20,5100,130,93.45
990,20,5100,140,92.46
990,20,5100,150,91.19
990,20,5100,160,89.63
990,20,5100,170,87.79
990,20,5100,180,85.64
990,20,5200,0,80.8
990,20,5200,10,83.48
990,20,5200,20,85.87
990,20,5200,30,87.96
990,20,5200,40,89.76
990,20,5200,50,91.27
990,20,5200,60,92.5
990,20,5200,70,93.44
990,20,5200,80,94.1
990,20,5200,90,94.47
990,20,5200,100,94.56
990,20,5200,110,94.36
990,20,5200,120,93.88
990,20,5200,130,93.11
990,20,5200,140,92.06
990,20,5200,150,90.72
990,20,5200,160,89.1
990,20,5200,170,87.19
990,20,5200,180,84.96
990,20,5300,0,81.31
990,20,5300,10,83.93
990,20,5300,20,86.25
990,20,5300,30,88.27
990,20,5300,40,90.0
990,20,5300,50,91.44
990,20,5300,60,92.6
990,20,5300,70,93.47
990,20,5300,80,94.06
990,20,5300,90,94.36
990,20,5300,100,94.38
990,20,5300,110,94.12
990,20,5300,120,93.56
990,20,5300,130,92.73
990,20,5300,140,91.61
990,20,5300,150,90.2
990,20,5300,160,88.51
990,20,5300,170,86.52
990,20,5300,180,84.21
990,20,5400,0,81.84
990,20,5400,10,84.38
990,20,5400,20,86.63
990,20,5400,30,88.58
990,20,5400,40,90.23
990,20,5400,50,91.6
990,20,5400,60,92.69
990,20,5400,70,93.49
990,20,5400,80,94.0
990,20,5400,90,94.23
990,20,5400,100,94.18
990,20,5400,110,93.84
990,20,5400,120,93.21
990,20,5400,130,92.3
990,20,5400,140,91.11
990,20,5400,150,89.63
990,20,5400,160,87.86
990,20,5400,170,85.79
990,20,5400,180,83.39
990,20,5500,0,82.37
990,20,5500,10,84.84
990,20,5500,20,87.01
990,20,5500,30,88.88
990,20,5500,40,90.46
990,20,5500,50,91.75
990,20,5500,60,92.76
990,20,5500,70,93.48
990,20,5500,80,93.92
990,20,5500,90,94.07
990,20,5500,100,93.94
990,20,5500,110,93.52
990,20,5500,120,92.82
990,20,5500,130,91.83
990,20,5500,140,90.56
990,20,5500,150,89.0
990,20,5500,160,87.15
990,20,5500,170,84.98
990,20,5500,180,82.48
990,20,5600,0,82.91
990,20,5600,10,85.3
990,20,5600,20,87.39
990,20,5600,30,89.18
990,20,5600,40,90.67
990,20,5600,50,91.88
990,20,5600,60,92.81
990,20,5600,70,93.45
990,20,5600,80,93.8
990,20,5600,90,93.87
990,20,5600,100,93.66
990,20,5600,110,93.16
990,20,5600,120,92.38
990,20,5600,130,91.31
990,20,5600,140,89.95
990,20,5600,150,88.32
990,20,5600,160,86.36
990,20,5600,170,84.08
990,20,5600,180,81.47
990,20,5700,0,83.45
990,20,5700,10,85.76
990,20,5700,20,87.76
990,20,5700,30,89.46
990,20,5700,40,90.87
990,20,5700,50,91.99
990,20,5700,60,92.83
990,20,5700,70,93.39
990,20,5700,80,93.66
990,20,5700,90,93.64
