Time, Position, Speed, Acceleration, Torque, Drag, RPM, Power, Available Power, Charge, Voltage, Current, Motor Torque
2.02,15.956,15.762,7.694,558.230,57.757,2533.979,40735.9,60216.748,49.891,100.361,405.9,153.51
2.02,15.972,15.770,7.694,558.230,57.813,2535.216,40755.8,60212.994,49.890,100.355,406.1,153.51
2.02,15.988,15.778,7.694,558.230,57.870,2536.453,40775.7,60209.240,49.890,100.349,406.3,153.51
2.02,16.003,15.785,7.693,558.230,57.926,2537.690,40795.6,60205.486,49.890,100.342,406.6,153.51
2.02,16.019,15.793,7.693,558.230,57.983,2538.926,40815.5,60201.731,49.890,100.336,406.8,153.51
2.02,16.035,15.801,7.693,558.230,58.039,2540.163,40835.4,60197.976,49.890,100.330,407.0,153.51
2.02,16.051,15.808,7.693,558.230,58.096,2541.400,40855.2,60194.221,49.890,100.324,407.2,153.51
2.03,16.066,15.816,7.693,558.230,58.152,2542.637,40875.1,60190.465,49.890,100.317,407.5,153.51
2.03,16.082,15.824,7.693,558.230,58.209,2543.873,40895.0,60186.708,49.890,100.311,407.7,153.51
2.03,16.098,15.831,7.692,558.230,58.265,2545.110,40914.9,60182.951,49.890,100.305,407.9,153.51
2.03,16.114,15.839,7.692,558.230,58.322,2546.347,40934.8,60179.194,49.889,100.299,408.1,153.51
2.03,16.130,15.847,7.692,558.230,58.379,2547.583,40954.7,60175.436,49.889,100.292,408.4,153.51
2.03,16.146,15.855,7.692,558.230,58.435,2548.820,40974.5,60171.678,49.889,100.286,408.6,153.51
2.03,16.162,15.862,7.692,558.230,58.492,2550.056,40994.4,60167.919,49.889,100.280,408.8,153.51
2.03,16.177,15.870,7.692,558.230,58.549,2551.293,41014.3,60164.160,49.889,100.274,409.0,153.51
2.03,16.193,15.878,7.691,558.230,58.606,2552.530,41034.2,60160.400,49.889,100.267,409.2,153.51
2.03,16.209,15.885,7.691,558.230,58.662,2553.766,41054.0,60156.640,49.889,100.261,409.5,153.51
2.04,16.225,15.893,7.691,558.230,58.719,2555.003,41073.9,60152.880,49.889,100.255,409.7,153.51
2.04,16.241,15.901,7.691,558.230,58.776,2556.239,41093.8,60149.119,49.889,100.249,409.9,153.51
2.04,16.257,15.908,7.691,558.230,58.833,2557.475,41113.7,60145.358,49.888,100.242,410.1,153.51
2.04,16.273,15.916,7.691,558.230,58.890,2558.712,41133.5,60141.596,49.888,100.236,410.4,153.51
2.04,16.289,15.924,7.690,558.230,58.947,2559.948,41153.4,60137.834,49.888,100.230,410.6,153.51
2.04,16.305,15.931,7.690,558.230,59.004,2561.184,41173.3,60134.071,49.888,100.223,410.8,153.51
2.04,16.320,15.939,7.690,558.230,59.061,2562.421,41193.2,60130.308,49.888,100.217,411.0,153.51
2.04,16.336,15.947,7.690,558.230,59.118,2563.657,41213.0,60126.544,49.888,100.211,411.3,153.51
2.04,16.352,15.955,7.690,558.230,59.175,2564.893,41232.9,60122.780,49.888,100.205,411.5,153.51
2.04,16.368,15.962,7.689,558.230,59.232,2566.129,41252.8,60119.015,49.888,100.198,411.7,153.51
2.05,16.384,15.970,7.689,558.230,59.289,2567.366,41272.7,60115.251,49.888,100.192,411.9,153.51
2.05,16.400,15.978,7.689,558.230,59.346,2568.602,41292.5,60111.485,49.887,100.186,412.2,153.51
2.05,16.416,15.985,7.689,558.230,59.403,2569.838,41312.4,60107.719,49.887,100.180,412.4,153.51
2.05,16.432,15.993,7.689,558.230,59.460,2571.074,41332.3,60103.953,49.887,100.173,412.6,153.51
2.05,16.448,16.001,7.689,558.230,59.517,2572.310,41352.2,60100.186,49.887,100.167,412.8,153.51
2.05,16.464,16.008,7.688,558.230,59.575,2573.546,41372.0,60096.419,49.887,100.161,413.1,153.51
2.05,16.480,16.016,7.688,558.230,59.632,2574.782,41391.9,60092.651,49.887,100.154,413.3,153.51
2.05,16.496,16.024,7.688,558.230,59.689,2576.018,41411.8,60088.883,49.887,100.148,413.5,153.51
2.05,16.512,16.031,7.688,558.230,59.746,2577.254,41431.6,60085.115,49.887,100.142,413.7,153.51
2.05,16.528,16.039,7.688,558.230,59.804,2578.490,41451.5,60081.346,49.886,100.136,414.0,153.51
2.06,16.544,16.047,7.688,558.230,59.861,2579.726,41471.4,60077.576,49.886,100.129,414.2,153.51
2.06,16.560,16.054,7.687,558.230,59.918,2580.962,41491.2,60073.806,49.886,100.123,414.4,153.51
2.06,16.576,16.062,7.687,558.230,59.976,2582.198,41511.1,60070.036,49.886,100.117,414.6,153.51
2.06,16.592,16.070,7.687,558.230,60.033,2583.433,41531.0,60066.265,49.886,100.110,414.9,153.51
2.06,16.609,16.078,7.687,558.230,60.091,2584.669,41550.8,60062.494,49.886,100.104,415.1,153.51
2.06,16.625,16.085,7.687,558.230,60.148,2585.905,41570.7,60058.722,49.886,100.098,415.3,153.51
2.06,16.641,16.093,7.687,558.230,60.206,2587.141,41590.6,60054.950,49.886,100.092,415.5,153.51
2.06,16.657,16.101,7.686,558.230,60.263,2588.376,41610.4,60051.178,49.886,100.085,415.7,153.51
2.06,16.673,16.108,7.686,558.230,60.321,2589.612,41630.3,60047.405,49.885,100.079,416.0,153.51
2.06,16.689,16.116,7.686,558.230,60.378,2590.848,41650.2,60043.631,49.885,100.073,416.2,153.51
2.07,16.705,16.124,7.686,558.230,60.436,2592.083,41670.0,60039.857,49.885,100.066,416.4,153.51
2.07,16.721,16.131,7.686,558.230,60.494,2593.319,41689.9,60036.083,49.885,100.060,416.6,153.51
2.07,16.737,16.139,7.685,558.230,60.551,2594.554,41709.8,60032.308,49.885,100.054,416.9,153.51
2.07,16.754,16.147,7.685,558.230,60.609,2595.790,41729.6,60028.533,49.885,100.048,417.1,153.51
2.07,16.770,16.154,7.685,558.230,60.667,2597.025,41749.5,60024.757,49.885,100.041,417.3,153.51
2.07,16.786,16.162,7.685,558.230,60.724,2598.261,41769.3,60020.981,49.885,100.035,417.5,153.51
2.07,16.802,16.170,7.685,558.230,60.782,2599.496,41789.2,60017.204,49.885,100.029,417.8,153.51
2.07,16.818,16.177,7.685,558.230,60.840,2600.732,41809.1,60013.427,49.884,100.022,418.0,153.51
2.07,16.834,16.185,7.684,558.230,60.898,2601.967,41828.9,60009.649,49.884,100.016,418.2,153.51
2.07,16.851,16.193,7.684,558.230,60.956,2603.203,41848.8,60005.871,49.884,100.010,418.4,153.51
2.08,16.867,16.201,7.684,558.230,61.013,2604.438,41868.6,60002.093,49.884,100.003,418.7,153.51
2.08,16.883,16.208,7.684,558.230,61.071,2605.673,41888.5,59998.314,49.884,99.997,418.9,153.51
2.08,16.899,16.216,7.684,558.230,61.129,2606.909,41908.4,59994.535,49.884,99.991,419.1,153.51
2.08,16.915,16.224,7.684,558.230,61.187,2608.144,41928.2,59990.755,49.884,99.985,419.3,153.51
2.08,16.932,16.231,7.683,558.230,61.245,2609.379,41948.1,59986.975,49.884,99.978,419.6,153.51
2.08,16.948,16.239,7.683,558.230,61.303,2610.614,41967.9,59983.194,49.883,99.972,419.8,153.51
2.08,16.964,16.247,7.683,558.230,61.361,2611.849,41987.8,59979.413,49.883,99.966,420.0,153.51
2.08,16.980,16.254,7.683,558.230,61.419,2613.085,42007.6,59975.631,49.883,99.959,420.2,153.51
2.08,16.997,16.262,7.683,558.230,61.477,2614.320,42027.5,59971.849,49.883,99.953,420.5,153.51
2.08,17.013,16.270,7.682,558.230,61.535,2615.555,42047.4,59968.067,49.883,99.947,420.7,153.51
2.09,17.029,16.277,7.682,558.230,61.593,2616.790,42067.2,59964.284,49.883,99.940,420.9,153.51
2.09,17.045,16.285,7.682,558.230,61.652,2618.025,42087.1,59960.500,49.883,99.934,421.1,153.51
2.09,17.062,16.293,7.682,558.230,61.710,2619.260,42106.9,59956.716,49.883,99.928,421.4,153.51
2.09,17.078,16.300,7.682,558.230,61.768,2620.495,42126.8,59952.932,49.883,99.922,421.6,153.51
2.09,17.094,16.308,7.682,558.230,61.826,2621.730,42146.6,59949.147,49.882,99.915,421.8,153.51
2.09,17.111,16.316,7.681,558.230,61.885,2622.965,42166.5,59945.362,49.882,99.909,422.0,153.51
2.09,17.127,16.323,7.681,558.230,61.943,2624.199,42186.3,59941.576,49.882,99.903,422.3,153.51
2.09,17.143,16.331,7.681,558.230,62.001,2625.434,42206.2,59937.790,49.882,99.896,422.5,153.51
2.09,17.160,16.339,7.681,558.230,62.059,2626.669,42226.0,59934.003,49.882,99.890,422.7,153.51
2.09,17.176,16.346,7.681,558.230,62.118,2627.904,42245.9,59930.216,49.882,99.884,423.0,153.51
2.10,17.192,16.354,7.681,558.230,62.176,2629.139,42265.7,59926.429,49.882,99.877,423.2,153.51
2.10,17.209,16.362,7.680,558.230,62.235,2630.373,42285.6,59922.641,49.882,99.871,423.4,153.51
2.10,17.225,16.370,7.680,558.230,62.293,2631.608,42305.4,59918.852,49.881,99.865,423.6,153.51
2.10,17.241,16.377,7.680,558.230,62.352,2632.843,42325.3,59915.063,49.881,99.858,423.9,153.51
2.10,17.258,16.385,7.680,558.230,62.410,2634.078,42345.1,59911.274,49.881,99.852,424.1,153.51
2.10,17.274,16.393,7.680,558.230,62.469,2635.312,42365.0,59907.484,49.881,99.846,424.3,153.51
2.10,17.290,16.400,7.679,558.230,62.527,2636.547,42384.8,59903.694,49.881,99.839,424.5,153.51
2.10,17.307,16.408,7.679,558.230,62.586,2637.781,42404.7,59899.903,49.881,99.833,424.8,153.51
2.10,17.323,16.416,7.679,558.230,62.644,2639.016,42424.5,59896.112,49.881,99.827,425.0,153.51
2.10,17.340,16.423,7.679,558.230,62.703,2640.250,42444.4,59892.320,49.881,99.821,425.2,153.51
2.11,17.356,16.431,7.679,558.230,62.761,2641.485,42464.2,59888.528,49.881,99.814,425.4,153.51
2.11,17.373,16.439,7.679,558.230,62.820,2642.719,42484.0,59884.736,49.880,99.808,425.7,153.51
2.11,17.389,16.446,7.678,558.230,62.879,2643.954,42503.9,59880.943,49.880,99.802,425.9,153.51
2.11,17.405,16.454,7.678,558.230,62.938,2645.188,42523.7,59877.149,49.880,99.795,426.1,153.51
2.11,17.422,16.462,7.678,558.230,62.996,2646.422,42543.6,59873.355,49.880,99.789,426.3,153.51
2.11,17.438,16.469,7.678,558.230,63.055,2647.657,42563.4,59869.561,49.880,99.783,426.6,153.51
2.11,17.455,16.477,7.678,558.230,63.114,2648.891,42583.3,59865.766,49.880,99.776,426.8,153.51
2.11,17.471,16.485,7.677,558.230,63.173,2650.125,42603.1,59861.971,49.880,99.770,427.0,153.51
2.11,17.488,16.492,7.677,558.230,63.232,2651.360,42622.9,59858.175,49.880,99.764,427.2,153.51
2.11,17.504,16.500,7.677,558.230,63.291,2652.594,42642.8,59854.379,49.879,99.757,427.5,153.51
2.12,17.521,16.508,7.677,558.230,63.349,2653.828,42662.6,59850.582,49.879,99.751,427.7,153.51
2.12,17.537,16.515,7.677,558.230,63.408,2655.062,42682.5,59846.785,49.879,99.745,427.9,153.51
2.12,17.554,16.523,7.677,558.230,63.467,2656.296,42702.3,59842.988,49.879,99.738,428.1,153.51
2.12,17.570,16.531,7.676,558.230,63.526,2657.530,42722.1,59839.189,49.879,99.732,428.4,153.51
2.12,17.587,16.538,7.676,558.230,63.585,2658.765,42742.0,59835.391,49.879,99.726,428.6,153.51
2.12,17.603,16.546,7.676,558.230,63.644,2659.999,42761.8,59831.592,49.879,99.719,428.8,153.51
2.12,17.620,16.554,7.676,558.230,63.703,2661.233,42781.7,59827.793,49.879,99.713,429.0,153.51
2.12,17.636,16.561,7.676,558.230,63.763,2662.467,42801.5,59823.993,49.879,99.707,429.3,153.51
2.12,17.653,16.569,7.676,558.230,63.822,2663.701,42821.3,59820.192,49.878,99.700,429.5,153.51
2.12,17.670,16.577,7.675,558.230,63.881,2664.935,42841.2,59816.392,49.878,99.694,429.7,153.51
2.13,17.686,16.585,7.675,558.230,63.940,2666.168,42861.0,59812.590,49.878,99.688,430.0,153.51
2.13,17.703,16.592,7.675,558.230,63.999,2667.402,42880.8,59808.789,49.878,99.681,430.2,153.51
2.13,17.719,16.600,7.675,558.230,64.058,2668.636,42900.7,59804.986,49.878,99.675,430.4,153.51
2.13,17.736,16.608,7.675,558.230,64.118,2669.870,42920.5,59801.184,49.878,99.669,430.6,153.51
2.13,17.753,16.615,7.674,558.230,64.177,2671.104,42940.4,59797.381,49.878,99.662,430.9,153.51
2.13,17.769,16.623,7.674,558.230,64.236,2672.338,42960.2,59793.577,49.878,99.656,431.1,153.51
2.13,17.786,16.631,7.674,558.230,64.295,2673.571,42980.0,59789.773,49.877,99.650,431.3,153.51
2.13,17.802,16.638,7.674,558.230,64.355,2674.805,42999.9,59785.969,49.877,99.643,431.5,153.51
2.13,17.819,16.646,7.674,558.230,64.414,2676.039,43019.7,59782.164,49.877,99.637,431.8,153.51
2.13,17.836,16.654,7.674,558.230,64.474,2677.272,43039.5,59778.358,49.877,99.631,432.0,153.51
2.14,17.852,16.661,7.673,558.230,64.533,2678.506,43059.3,59774.552,49.877,99.624,432.2,153.51
2.14,17.869,16.669,7.673,558.230,64.593,2679.739,43079.2,59770.746,49.877,99.618,432.4,153.51
2.14,17.886,16.677,7.673,558.230,64.652,2680.973,43099.0,59766.939,49.877,99.612,432.7,153.51
2.14,17.902,16.684,7.673,558.230,64.712,2682.207,43118.8,59763.132,49.877,99.605,432.9,153.51
2.14,17.919,16.692,7.673,558.230,64.771,2683.440,43138.7,59759.324,49.876,99.599,433.1,153.51
2.14,17.936,16.700,7.672,558.230,64.831,2684.674,43158.5,59755.516,49.876,99.593,433.4,153.51
2.14,17.952,16.707,7.672,558.230,64.890,2685.907,43178.3,59751.707,49.876,99.586,433.6,153.51
2.14,17.969,16.715,7.672,558.230,64.950,2687.140,43198.2,59747.898,49.876,99.580,433.8,153.51
2.14,17.986,16.723,7.672,558.230,65.009,2688.374,43218.0,59744.089,49.876,99.573,434.0,153.51
2.14,18.003,16.730,7.672,558.230,65.069,2689.607,43237.8,59740.279,49.876,99.567,434.3,153.51
2.15,18.019,16.738,7.672,558.230,65.129,2690.840,43257.6,59736.468,49.876,99.561,434.5,153.51
2.15,18.036,16.746,7.671,558.230,65.188,2692.074,43277.5,59732.657,49.876,99.554,434.7,153.51
2.15,18.053,16.753,7.671,558.230,65.248,2693.307,43297.3,59728.846,49.876,99.548,434.9,153.51
2.15,18.070,16.761,7.671,558.230,65.308,2694.540,43317.1,59725.034,49.875,99.542,435.2,153.51
2.15,18.086,16.769,7.671,558.230,65.368,2695.773,43336.9,59721.221,49.875,99.535,435.4,153.51
2.15,18.103,16.776,7.671,558.230,65.428,2697.007,43356.8,59717.409,49.875,99.529,435.6,153.51
2.15,18.120,16.784,7.670,558.230,65.487,2698.240,43376.6,59713.595,49.875,99.523,435.8,153.51
2.15,18.137,16.792,7.670,558.230,65.547,2699.473,43396.4,59709.782,49.875,99.516,436.1,153.51
2.15,18.153,16.799,7.670,558.230,65.607,2700.706,43416.2,59705.967,49.875,99.510,436.3,153.51
2.15,18.170,16.807,7.670,558.230,65.667,2701.939,43436.1,59702.153,49.875,99.504,436.5,153.51
2.16,18.187,16.815,7.670,558.230,65.727,2703.172,43455.9,59698.338,49.875,99.497,436.8,153.51
2.16,18.204,16.822,7.670,558.230,65.787,2704.405,43475.7,59694.522,49.874,99.491,437.0,153.51
2.16,18.221,16.830,7.669,558.230,65.847,2705.638,43495.5,59690.706,49.874,99.485,437.2,153.51
2.16,18.237,16.838,7.669,558.230,65.907,2706.871,43515.3,59686.889,49.874,99.478,437.4,153.51
2.16,18.254,16.845,7.669,558.230,65.967,2708.104,43535.2,59683.072,49.874,99.472,437.7,153.51
2.16,18.271,16.853,7.669,558.230,66.027,2709.337,43555.0,59679.255,49.874,99.465,437.9,153.51
2.16,18.288,16.861,7.669,558.230,66.087,2710.570,43574.8,59675.437,49.874,99.459,438.1,153.51
2.16,18.305,16.868,7.668,558.230,66.147,2711.802,43594.6,59671.619,49.874,99.453,438.3,153.51
2.16,18.322,16.876,7.668,558.230,66.208,2713.035,43614.4,59667.800,49.874,99.446,438.6,153.51
2.16,18.339,16.884,7.668,558.230,66.268,2714.268,43634.3,59663.980,49.873,99.440,438.8,153.51
2.17,18.356,16.891,7.668,558.230,66.328,2715.501,43654.1,59660.161,49.873,99.434,439.0,153.51
2.17,18.372,16.899,7.668,558.230,66.388,2716.733,43673.9,59656.340,49.873,99.427,439.3,153.51
2.17,18.389,16.907,7.668,558.230,66.448,2717.966,43693.7,59652.520,49.873,99.421,439.5,153.51
2.17,18.406,16.914,7.667,558.230,66.509,2719.199,43713.5,59648.698,49.873,99.414,439.7,153.51
2.17,18.423,16.922,7.667,558.230,66.569,2720.431,43733.3,59644.877,49.873,99.408,439.9,153.51
2.17,18.440,16.930,7.667,558.230,66.629,2721.664,43753.2,59641.055,49.873,99.402,440.2,153.51
2.17,18.457,16.937,7.667,558.230,66.690,2722.897,43773.0,59637.232,49.873,99.395,440.4,153.51
2.17,18.474,16.945,7.667,558.230,66.750,2724.129,43792.8,59633.409,49.872,99.389,440.6,153.51
2.17,18.491,16.953,7.666,558.230,66.811,2725.362,43812.6,59629.585,49.872,99.383,440.8,153.51
2.17,18.508,16.960,7.666,558.230,66.871,2726.594,43832.4,59625.761,49.872,99.376,441.1,153.51
2.18,18.525,16.968,7.666,558.230,66.931,2727.827,43852.2,59621.937,49.872,99.370,441.3,153.51
2.18,18.542,16.976,7.666,558.230,66.992,2729.059,43872.0,59618.112,49.872,99.364,441.5,153.51
2.18,18.559,16.983,7.666,558.230,67.053,2730.291,43891.8,59614.286,49.872,99.357,441.8,153.51
2.18,18.576,16.991,7.665,558.230,67.113,2731.524,43911.7,59610.461,49.872,99.351,442.0,153.51
2.18,18.593,16.999,7.665,558.230,67.174,2732.756,43931.5,59606.634,49.872,99.344,442.2,153.51
2.18,18.610,17.006,7.665,558.230,67.234,2733.988,43951.3,59602.807,49.871,99.338,442.4,153.51
2.18,18.627,17.014,7.665,558.230,67.295,2735.221,43971.1,59598.980,49.871,99.332,442.7,153.51
2.18,18.644,17.022,7.665,558.230,67.355,2736.453,43990.9,59595.152,49.871,99.325,442.9,153.51
2.18,18.661,17.029,7.665,558.230,67.416,2737.685,44010.7,59591.324,49.871,99.319,443.1,153.51
2.18,18.678,17.037,7.664,558.230,67.477,2738.917,44030.5,59587.495,49.871,99.312,443.4,153.51
2.19,18.695,17.045,7.664,558.230,67.538,2740.149,44050.3,59583.666,49.871,99.306,443.6,153.51
2.19,18.712,17.052,7.664,558.230,67.598,2741.381,44070.1,59579.837,49.871,99.300,443.8,153.51
2.19,18.729,17.060,7.664,558.230,67.659,2742.614,44089.9,59576.007,49.871,99.293,444.0,153.51
2.19,18.746,17.068,7.664,558.230,67.720,2743.846,44109.7,59572.176,49.871,99.287,444.3,153.51
2.19,18.763,17.075,7.663,558.230,67.781,2745.078,44129.5,59568.345,49.870,99.281,444.5,153.51
2.19,18.780,17.083,7.663,558.230,67.842,2746.310,44149.4,59564.513,49.870,99.274,444.7,153.51
2.19,18.797,17.091,7.663,558.230,67.902,2747.542,44169.2,59560.681,49.870,99.268,444.9,153.51
2.19,18.814,17.098,7.663,558.230,67.963,2748.774,44189.0,59556.849,49.870,99.261,445.2,153.51
2.19,18.831,17.106,7.663,558.230,68.024,2750.005,44208.8,59553.016,49.870,99.255,445.4,153.51
2.19,18.848,17.114,7.663,558.230,68.085,2751.237,44228.6,59549.183,49.870,99.249,445.6,153.51
2.20,18.866,17.121,7.662,558.230,68.146,2752.469,44248.4,59545.349,49.870,99.242,445.9,153.51
2.20,18.883,17.129,7.662,558.230,68.207,2753.701,44268.2,59541.514,49.870,99.236,446.1,153.51
2.20,18.900,17.137,7.662,558.230,68.268,2754.933,44288.0,59537.680,49.869,99.229,446.3,153.51
2.20,18.917,17.144,7.662,558.230,68.329,2756.165,44307.8,59533.844,49.869,99.223,446.5,153.51
2.20,18.934,17.152,7.662,558.230,68.390,2757.396,44327.6,59530.008,49.869,99.217,446.8,153.51
2.20,18.951,17.160,7.661,558.230,68.452,2758.628,44347.4,59526.172,49.869,99.210,447.0,153.51
2.20,18.968,17.167,7.661,558.230,68.513,2759.860,44367.2,59522.335,49.869,99.204,447.2,153.51
2.20,18.986,17.175,7.661,558.230,68.574,2761.091,44387.0,59518.498,49.869,99.197,447.5,153.51
2.20,19.003,17.183,7.661,558.230,68.635,2762.323,44406.8,59514.661,49.869,99.191,447.7,153.51
2.20,19.020,17.190,7.661,558.230,68.696,2763.554,44426.6,59510.823,49.869,99.185,447.9,153.51
2.21,19.037,17.198,7.660,558.230,68.758,2764.786,44446.4,59506.984,49.868,99.178,448.1,153.51
2.21,19.054,17.206,7.660,558.230,68.819,2766.018,44466.2,59503.145,49.868,99.172,448.4,153.51
2.21,19.072,17.213,7.660,558.230,68.880,2767.249,44486.0,59499.305,49.868,99.166,448.6,153.51
2.21,19.089,17.221,7.660,558.230,68.941,2768.480,44505.8,59495.465,49.868,99.159,448.8,153.51
2.21,19.106,17.229,7.660,558.230,69.003,2769.712,44525.6,59491.625,49.868,99.153,449.1,153.51
2.21,19.123,17.236,7.660,558.230,69.064,2770.943,44545.4,59487.784,49.868,99.146,449.3,153.51
2.21,19.140,17.244,7.659,558.230,69.125,2772.175,44565.2,59483.942,49.868,99.140,449.5,153.51
2.21,19.158,17.252,7.659,558.230,69.187,2773.406,44584.9,59480.100,49.868,99.134,449.7,153.51
2.21,19.175,17.259,7.659,558.230,69.248,2774.637,44604.7,59476.258,49.867,99.127,450.0,153.51
2.21,19.192,17.267,7.659,558.230,69.310,2775.869,44624.5,59472.415,49.867,99.121,450.2,153.51
2.22,19.209,17.275,7.659,558.230,69.371,2777.100,44644.3,59468.572,49.867,99.114,450.4,153.51
2.22,19.227,17.282,7.658,558.230,69.433,2778.331,44664.1,59464.728,49.867,99.108,450.7,153.51
2.22,19.244,17.290,7.658,558.230,69.494,2779.562,44683.9,59460.884,49.867,99.101,450.9,153.51
2.22,19.261,17.298,7.658,558.230,69.556,2780.793,44703.7,59457.039,49.867,99.095,451.1,153.51
2.22,19.279,17.305,7.658,558.230,69.618,2782.025,44723.5,59453.194,49.867,99.089,451.3,153.51
2.22,19.296,17.313,7.658,558.230,69.679,2783.256,44743.3,59449.348,49.867,99.082,451.6,153.51
2.22,19.313,17.320,7.657,558.230,69.741,2784.487,44763.1,59445.502,49.866,99.076,451.8,153.51
2.22,19.331,17.328,7.657,558.230,69.803,2785.718,44782.9,59441.655,49.866,99.069,452.0,153.51
2.22,19.348,17.336,7.657,558.230,69.864,2786.949,44802.7,59437.808,49.866,99.063,452.3,153.51
2.22,19.365,17.343,7.657,558.230,69.926,2788.180,44822.5,59433.960,49.866,99.057,452.5,153.51
2.23,19.383,17.351,7.657,558.230,69.988,2789.411,44842.2,59430.112,49.866,99.050,452.7,153.51
2.23,19.400,17.359,7.657,558.230,70.050,2790.642,44862.0,59426.264,49.866,99.044,453.0,153.51
2.23,19.417,17.366,7.656,558.230,70.111,2791.872,44881.8,59422.415,49.866,99.037,453.2,153.51
2.23,19.435,17.374,7.656,558.230,70.173,2793.103,44901.6,59418.565,49.866,99.031,453.4,153.51
2.23,19.452,17.382,7.656,558.230,70.235,2794.334,44921.4,59414.715,49.865,99.025,453.6,153.51
2.23,19.469,17.389,7.656,558.230,70.297,2795.565,44941.2,59410.865,49.865,99.018,453.9,153.51
2.23,19.487,17.397,7.656,558.230,70.359,2796.796,44961.0,59407.014,49.865,99.012,454.1,153.51
2.23,19.504,17.405,7.655,558.230,70.421,2798.026,44980.7,59403.162,49.865,99.005,454.3,153.51
2.23,19.522,17.412,7.655,558.230,70.483,2799.257,45000.5,59399.310,49.865,98.999,454.6,153.51
2.23,19.539,17.420,7.655,558.230,70.545,2800.488,45020.3,59395.458,49.865,98.992,454.8,153.51
2.24,19.556,17.428,7.655,558.230,70.607,2801.719,45040.1,59391.605,49.865,98.986,455.0,153.51
2.24,19.574,17.435,7.655,558.230,70.669,2802.949,45059.9,59387.752,49.865,98.980,455.2,153.51
2.24,19.591,17.443,7.654,558.230,70.731,2804.180,45079.7,59383.898,49.864,98.973,455.5,153.51
2.24,19.609,17.451,7.654,558.230,70.793,2805.410,45099.4,59380.043,49.864,98.967,455.7,153.51
2.24,19.626,17.458,7.654,558.230,70.855,2806.641,45119.2,59376.189,49.864,98.960,455.9,153.51
2.24,19.644,17.466,7.654,558.230,70.917,2807.871,45139.0,59372.333,49.864,98.954,456.2,153.51
2.24,19.661,17.474,7.654,558.230,70.979,2809.102,45158.8,59368.478,49.864,98.947,456.4,153.51
2.24,19.679,17.481,7.654,558.230,71.042,2810.332,45178.6,59364.621,49.864,98.941,456.6,153.51
2.24,19.696,17.489,7.653,558.230,71.104,2811.563,45198.3,59360.765,49.864,98.935,456.9,153.51
2.24,19.714,17.497,7.653,558.230,71.166,2812.793,45218.1,59356.907,49.863,98.928,457.1,153.51
2.25,19.731,17.504,7.653,558.230,71.228,2814.023,45237.9,59353.050,49.863,98.922,457.3,153.51
2.25,19.749,17.512,7.653,558.230,71.291,2815.254,45257.7,59349.192,49.863,98.915,457.5,153.51
2.25,19.766,17.520,7.653,558.230,71.353,2816.484,45277.5,59345.333,49.863,98.909,457.8,153.51
2.25,19.784,17.527,7.652,558.230,71.415,2817.714,45297.2,59341.474,49.863,98.902,458.0,153.51
2.25,19.801,17.535,7.652,558.230,71.478,2818.944,45317.0,59337.614,49.863,98.896,458.2,153.51
2.25,19.819,17.542,7.652,558.230,71.540,2820.175,45336.8,59333.754,49.863,98.890,458.5,153.51
2.25,19.836,17.550,7.652,558.230,71.602,2821.405,45356.6,59329.894,49.863,98.883,458.7,153.51
2.25,19.854,17.558,7.652,558.230,71.665,2822.635,45376.3,59326.033,49.862,98.877,458.9,153.51
2.25,19.871,17.565,7.651,558.230,71.727,2823.865,45396.1,59322.171,49.862,98.870,459.1,153.51
2.25,19.889,17.573,7.651,558.230,71.790,2825.095,45415.9,59318.309,49.862,98.864,459.4,153.51
2.26,19.906,17.581,7.651,558.230,71.852,2826.325,45435.7,59314.446,49.862,98.857,459.6,153.51
2.26,19.924,17.588,7.651,558.230,71.915,2827.555,45455.4,59310.584,49.862,98.851,459.8,153.51
2.26,19.942,17.596,7.651,558.230,71.978,2828.785,45475.2,59306.720,49.862,98.845,460.1,153.51
2.26,19.959,17.604,7.650,558.230,72.040,2830.015,45495.0,59302.856,49.862,98.838,460.3,153.51
2.26,19.977,17.611,7.650,558.230,72.103,2831.245,45514.8,59298.992,49.862,98.832,460.5,153.51
2.26,19.994,17.619,7.650,558.230,72.165,2832.475,45534.5,59295.127,49.861,98.825,460.8,153.51
2.26,20.012,17.627,7.650,558.230,72.228,2833.705,45554.3,59291.261,49.861,98.819,461.0,153.51
2.26,20.030,17.634,7.650,558.230,72.291,2834.934,45574.1,59287.396,49.861,98.812,461.2,153.51
2.26,20.047,17.642,7.650,558.230,72.354,2836.164,45593.8,59283.529,49.861,98.806,461.4,153.51
2.26,20.065,17.650,7.649,558.230,72.416,2837.394,45613.6,59279.662,49.861,98.799,461.7,153.51
2.27,20.083,17.657,7.649,558.230,72.479,2838.624,45633.4,59275.795,49.861,98.793,461.9,153.51
2.27,20.100,17.665,7.649,558.230,72.542,2839.853,45653.1,59271.927,49.861,98.787,462.1,153.51
2.27,20.118,17.673,7.649,558.230,72.605,2841.083,45672.9,59268.059,49.861,98.780,462.4,153.51
2.27,20.136,17.680,7.649,558.230,72.668,2842.313,45692.7,59264.190,49.860,98.774,462.6,153.51
2.27,20.153,17.688,7.648,558.230,72.730,2843.542,45712.5,59260.321,49.860,98.767,462.8,153.51
2.27,20.171,17.695,7.648,558.230,72.793,2844.772,45732.2,59256.451,49.860,98.761,463.1,153.51
