Time, Position, Speed, Acceleration, Torque, Drag, RPM, Power, Available Power, Charge, Voltage, Current, Motor Torque
21.87,857.536,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.928,104.626,225.7,30.06
21.88,857.582,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.928,104.626,225.7,30.06
21.88,857.629,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.928,104.626,225.7,30.06
21.88,857.676,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.928,104.626,225.7,30.06
21.88,857.722,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.88,857.769,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.88,857.816,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.88,857.862,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.88,857.909,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.88,857.956,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.88,858.002,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.049,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.096,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.142,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.189,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.236,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.282,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.329,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.376,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.422,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.927,104.626,225.7,30.06
21.89,858.469,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.516,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.562,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.609,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.656,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.702,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.749,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.796,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.842,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.889,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.90,858.936,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.91,858.982,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.91,859.029,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.91,859.075,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.91,859.122,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.91,859.169,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.926,104.626,225.7,30.06
21.91,859.215,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.91,859.262,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.91,859.309,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.91,859.355,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.91,859.402,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.449,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.495,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.542,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.589,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.635,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.682,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.729,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.775,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.822,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.92,859.869,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.93,859.915,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.925,104.626,225.7,30.06
21.93,859.962,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.009,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.055,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.102,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.149,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.195,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.242,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.289,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.93,860.335,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.382,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.429,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.475,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.522,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.569,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.615,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.662,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.924,104.626,225.7,30.06
21.94,860.708,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.94,860.755,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.94,860.802,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,860.848,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,860.895,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,860.942,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,860.988,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,861.035,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,861.082,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,861.128,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,861.175,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,861.222,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.95,861.268,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.96,861.315,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.96,861.362,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.96,861.408,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.923,104.626,225.7,30.06
21.96,861.455,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.96,861.502,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.96,861.548,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.96,861.595,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.96,861.642,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.96,861.688,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.96,861.735,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,861.782,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,861.828,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,861.875,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,861.922,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,861.968,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,862.015,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,862.062,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,862.108,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,862.155,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.922,104.626,225.7,30.06
21.97,862.202,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.248,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.295,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.341,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.388,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.435,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.481,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.528,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.575,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.621,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.98,862.668,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.99,862.715,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.99,862.761,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.99,862.808,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.99,862.855,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.99,862.901,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.921,104.626,225.7,30.06
21.99,862.948,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
21.99,862.995,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
21.99,863.041,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
21.99,863.088,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
21.99,863.135,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.181,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.228,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.275,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.321,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.368,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.415,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.461,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.508,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.555,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.00,863.601,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.01,863.648,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.920,104.626,225.7,30.06
22.01,863.695,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,863.741,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,863.788,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,863.834,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,863.881,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,863.928,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,863.974,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,864.021,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.01,864.068,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.114,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.161,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.208,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.254,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.301,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.348,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.394,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.919,104.626,225.7,30.06
22.02,864.441,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.02,864.488,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.02,864.534,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.581,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.628,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.674,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.721,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.768,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.814,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.861,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.908,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,864.954,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.03,865.001,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.04,865.048,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.04,865.094,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.04,865.141,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.918,104.626,225.7,30.06
22.04,865.188,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.04,865.234,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.04,865.281,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.04,865.328,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.04,865.374,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.04,865.421,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.04,865.467,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.514,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.561,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.607,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.654,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.701,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.747,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.794,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.841,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.917,104.626,225.7,30.06
22.05,865.887,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.05,865.934,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,865.981,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.027,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.074,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.121,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.167,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.214,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.261,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.307,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.354,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.06,866.401,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.07,866.447,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.07,866.494,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.07,866.541,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.07,866.587,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.916,104.626,225.7,30.06
22.07,866.634,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.07,866.681,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.07,866.727,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.07,866.774,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.07,866.821,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.07,866.867,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,866.914,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,866.961,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.007,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.054,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.100,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.147,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.194,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.240,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.287,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.08,867.334,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.915,104.626,225.7,30.06
22.09,867.380,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.427,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.474,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.520,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.567,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.614,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.660,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.707,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.754,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.09,867.800,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,867.847,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,867.894,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,867.940,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,867.987,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,868.034,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,868.080,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.914,104.626,225.7,30.06
22.10,868.127,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.10,868.174,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.10,868.220,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.10,868.267,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.314,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.360,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.407,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.454,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.500,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.547,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.593,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.640,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.687,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.11,868.733,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.12,868.780,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.12,868.827,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.913,104.626,225.7,30.06
22.12,868.873,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,868.920,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,868.967,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,869.013,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,869.060,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,869.107,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,869.153,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.12,869.200,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.13,869.247,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
22.13,869.293,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,47.912,104.626,225.7,30.06
